,STATION,DATE,ENTRIES,EXITS
6410,GRAND ARMY PLAZ,07/19,5495126450,2858677640
6411,GRAND ARMY PLAZ,08/19,5558517605,2886782067
6412,GRAND ARMY PLAZ,09/19,5412022703,2806663590
6413,GRAND ARMY PLAZ,10/19,5630717083,2917037226
6414,GRAND ARMY PLAZ,11/19,5517932653,2854154254
6415,GRAND ARMY PLAZ,12/19,5830460803,3011348776
6416,GRAND ARMY PLAZ,01/20,5740760369,2961866102
6417,GRAND ARMY PLAZ,02/20,5404685624,2784268356
6418,GRAND ARMY PLAZ,03/20,5777640965,2972838328
6419,GRAND ARMY PLAZ,04/20,5627335405,2895249085
6420,GRAND ARMY PLAZ,05/20,5806116692,2987141687
6421,GRAND ARMY PLAZ,06/20,5601797950,2882618965
6422,GRAND ARMY PLAZ,07/20,5909151319,3040800721
6423,GRAND ARMY PLAZ,08/20,5832597513,3002248383
6424,GRAND ARMY PLAZ,09/20,5651866632,2909653975
6425,GRAND ARMY PLAZ,10/20,5849857588,3011843453
6426,GRAND ARMY PLAZ,11/20,5702112047,2935912140
6427,GRAND ARMY PLAZ,12/20,5867939745,3021453944
6428,GRAND ARMY PLAZ,01/21,5875334529,3025461487
6429,GRAND ARMY PLAZ,02/21,3959819663,1913852584
6430,GRAND ARMY PLAZ,03/21,3100827301,1430603364
6431,GRAND ST,12/18,19318247893,88781782942
6432,GRAND ST,01/19,59711388983,273856917042
6433,GRAND ST,02/19,55202575209,253106722295
6434,GRAND ST,03/19,59919150393,273981137709
6435,GRAND ST,04/19,58500438616,266724545287
6436,GRAND ST,05/19,59841352212,273905877568
6437,GRAND ST,06/19,59852124152,277618680320
6438,GRAND ST,07/19,60144522282,277826792287
6439,GRAND ST,08/19,60617754425,279400940538
6440,GRAND ST,09/19,57405128479,263393013629
6441,GRAND ST,10/19,59973130010,275202259528
6442,GRAND ST,11/19,58529546325,267950201505
6443,GRAND ST,12/19,60636758900,276874096593
6444,GRAND ST,01/20,60441003845,275492914381
6445,GRAND ST,02/20,56678944888,257811589583
6446,GRAND ST,03/20,60376261384,274190781624
6447,GRAND ST,04/20,58777766244,266806535714
6448,GRAND ST,05/20,60747875011,275712242691
6449,GRAND ST,06/20,58806170711,266837097561
6450,GRAND ST,07/20,60781661187,275756775425
6451,GRAND ST,08/20,60881521956,274503898753
6452,GRAND ST,09/20,58917203009,266937722416
6453,GRAND ST,10/20,60934445777,275893882584
6454,GRAND ST,11/20,59342174733,268522199074
6455,GRAND ST,12/20,60989346246,275955427949
6456,GRAND ST,01/21,34227784872,118521342884
6457,GRAND ST,02/21,15302404737,13428886286
6458,GRAND ST,03/21,13865152085,12178493378
6459,GRAND-NEWTOWN,12/18,4953209476,60320563119
6460,GRAND-NEWTOWN,01/19,15537827830,188880667874
6461,GRAND-NEWTOWN,02/19,15275226846,184991562433
6462,GRAND-NEWTOWN,03/19,15099395975,182072378088
6463,GRAND-NEWTOWN,04/19,14828708050,178152490028
6464,GRAND-NEWTOWN,05/19,15729543781,188112963156
6465,GRAND-NEWTOWN,06/19,15195793147,181226693349
6466,GRAND-NEWTOWN,07/19,15519354742,184243490687
6467,GRAND-NEWTOWN,08/19,15549066052,184257030750
6468,GRAND-NEWTOWN,09/19,15110719739,178359176287
6469,GRAND-NEWTOWN,10/19,15938594929,187329547615
6470,GRAND-NEWTOWN,11/19,15415683694,180441111387
6471,GRAND-NEWTOWN,12/19,16075752949,187431450302
6472,GRAND-NEWTOWN,01/20,15882813022,184503763577
6473,GRAND-NEWTOWN,02/20,14841443783,171668131351
6474,GRAND-NEWTOWN,03/20,15743344644,181617070118
6475,GRAND-NEWTOWN,04/20,15497213602,178651599085
6476,GRAND-NEWTOWN,05/20,16021710783,184614096563
6477,GRAND-NEWTOWN,06/20,15600223543,179661036185
6478,GRAND-NEWTOWN,07/20,15962922712,183669226276
6479,GRAND-NEWTOWN,08/20,15997748492,183681536791
6480,GRAND-NEWTOWN,09/20,15568034901,178721785316
6481,GRAND-NEWTOWN,10/20,16107449092,184702454770
6482,GRAND-NEWTOWN,11/20,15703746514,179761910962
6483,GRAND-NEWTOWN,12/20,16164653619,184752204753
6484,GRAND-NEWTOWN,01/21,16187645985,184774918293
6485,GRAND-NEWTOWN,02/21,14641792600,166913996678
6486,GRAND-NEWTOWN,03/21,13527658991,154016788696
6487,GRANT AV,12/18,74975854278,108440020750
6488,GRANT AV,01/19,232320214765,336001721744
6489,GRANT AV,02/19,207751483088,300459641747
6490,GRANT AV,03/19,229917032620,332493235588
6491,GRANT AV,04/19,229947272446,332518884671
6492,GRANT AV,05/19,243501872030,352103036159
6493,GRANT AV,06/19,222645421647,321913309032
6494,GRANT AV,07/19,242322941275,350370678802
6495,GRANT AV,08/19,228828610650,330838998687
6496,GRANT AV,09/19,221474371642,320191489682
6497,GRANT AV,10/19,230115924381,332668926951
6498,GRANT AV,11/19,224003088382,323808390476
6499,GRANT AV,12/19,232634688358,336277682648
6500,GRANT AV,01/20,228966520228,330961893570
6501,GRANT AV,02/20,214218272011,309630587262
6502,GRANT AV,03/20,226563290130,327454893931
6503,GRANT AV,04/20,221636844490,320337886573
6504,GRANT AV,05/20,229029966818,331022322382
6505,GRANT AV,06/20,221648669392,320352228767
6506,GRANT AV,07/20,229046091803,331041488597
6507,GRANT AV,08/20,227815166901,329266091026
6508,GRANT AV,09/20,221678225288,320387009795
6509,GRANT AV,10/20,227848151882,329300339011
6510,GRANT AV,11/20,221701559510,320413593774
6511,GRANT AV,12/20,230334205803,332887209177
6512,GRANT AV,01/21,227882324786,329340375436
6513,GRANT AV,02/21,206948561255,299085698366
6514,GRANT AV,03/21,190942364137,275951527135
6515,GRD CNTRL-42 ST,12/18,69500372408,63204139409
6516,GRD CNTRL-42 ST,01/19,433961804052,320990456646
6517,GRD CNTRL-42 ST,02/19,394557842712,291686526323
6518,GRD CNTRL-42 ST,03/19,429227222787,315980892835
6519,GRD CNTRL-42 ST,04/19,471355527154,566129155663
6520,GRD CNTRL-42 ST,05/19,491187236638,622795770335
6521,GRD CNTRL-42 ST,06/19,486605540308,589218261994
6522,GRD CNTRL-42 ST,07/19,551912786666,684681601315
6523,GRD CNTRL-42 ST,08/19,478745596033,648026669858
6524,GRD CNTRL-42 ST,09/19,453946336337,616214038012
6525,GRD CNTRL-42 ST,10/19,471023400124,636108997250
6526,GRD CNTRL-42 ST,11/19,451816072975,611832208500
6527,GRD CNTRL-42 ST,12/19,471257290624,636879426443
6528,GRD CNTRL-42 ST,01/20,473724045077,641812290602
6529,GRD CNTRL-42 ST,02/20,440185018671,596249999456
6530,GRD CNTRL-42 ST,03/20,465019891264,628377147742
6531,GRD CNTRL-42 ST,04/20,451545957478,613891392039
6532,GRD CNTRL-42 ST,05/20,467618628687,633681279380
6533,GRD CNTRL-42 ST,06/20,453712756122,615343773296
6534,GRD CNTRL-42 ST,07/20,377032595235,601875074330
6535,GRD CNTRL-42 ST,08/20,230890664791,495950256761
6536,GRD CNTRL-42 ST,09/20,444190164474,627302743437
6537,GRD CNTRL-42 ST,10/20,470556857496,644795363228
6538,GRD CNTRL-42 ST,11/20,447006880293,615524703403
6539,GRD CNTRL-42 ST,12/20,457331574374,627904476565
6540,GRD CNTRL-42 ST,01/21,453661702549,623122374009
6541,GRD CNTRL-42 ST,02/21,411594848775,565082583530
6542,GRD CNTRL-42 ST,03/21,383304846714,526248345024
6543,GREENPOINT AV,12/18,1221522823,774932697
6544,GREENPOINT AV,01/19,3813288528,2422099249
6545,GREENPOINT AV,02/19,3485029354,2217525045
6546,GREENPOINT AV,03/19,3703848101,2413545015
6547,GREENPOINT AV,04/19,3252170538,2161181407
6548,GREENPOINT AV,05/19,3405479623,2264156679
6549,GREENPOINT AV,06/19,3381343338,2256297838
6550,GREENPOINT AV,07/19,3580077246,2396595490
6551,GREENPOINT AV,08/19,3611171099,2424709473
6552,GREENPOINT AV,09/19,3499891375,2357537870
6553,GREENPOINT AV,10/19,3655350917,2466806075
6554,GREENPOINT AV,11/19,3653806988,2474657882
6555,GREENPOINT AV,12/19,3780773711,2562901650
6556,GREENPOINT AV,01/20,3806283104,2592975398
6557,GREENPOINT AV,02/20,3607234534,2468181451
6558,GREENPOINT AV,03/20,3877926255,2659093810
6559,GREENPOINT AV,04/20,3782741530,2595922211
6560,GREENPOINT AV,05/20,3909515951,2679722696
6561,GREENPOINT AV,06/20,3815354300,2622340086
6562,GREENPOINT AV,07/20,3931936829,2705844162
6563,GREENPOINT AV,08/20,3855552989,2632823415
6564,GREENPOINT AV,09/20,3782181005,2606180052
6565,GREENPOINT AV,10/20,3915924380,2688651613
6566,GREENPOINT AV,11/20,3998452426,2770378621
6567,GREENPOINT AV,12/20,4209785020,2922110557
6568,GREENPOINT AV,01/21,4784268779,3321627595
6569,GREENPOINT AV,02/21,3654293047,2545187591
6570,GREENPOINT AV,03/21,3493064637,2437132941
6571,GROVE STREET,12/18,263838809,219487936
6572,GROVE STREET,01/19,836881208,697719833
6573,GROVE STREET,02/19,716110782,580735341
6574,GROVE STREET,03/19,840061368,694887696
6575,GROVE STREET,04/19,888509299,738107011
6576,GROVE STREET,05/19,867314313,699593046
6577,GROVE STREET,06/19,299817545,249838933
6578,GROVE STREET,07/19,109783104,112226585
6579,GROVE STREET,08/19,195322807,204864238
6580,GROVE STREET,09/19,277331319,289224981
6581,GROVE STREET,10/19,359920418,380389224
6582,GROVE STREET,11/19,445603482,469811501
6583,GROVE STREET,12/19,553775402,584923778
6584,GROVE STREET,01/20,640240809,673893905
6585,GROVE STREET,02/20,659691915,694948059
6586,GROVE STREET,03/20,776531686,819587894
6587,GROVE STREET,04/20,769489723,813603579
6588,GROVE STREET,05/20,800131510,848025668
6589,GROVE STREET,06/20,759252018,815753728
6590,GROVE STREET,07/20,731444329,803724613
6591,GROVE STREET,08/20,694032629,768848195
6592,GROVE STREET,09/20,667150237,706355252
6593,GROVE STREET,10/20,671310523,729116232
6594,GROVE STREET,11/20,651652761,714935876
6595,GROVE STREET,12/20,687218882,760202732
6596,GROVE STREET,01/21,693327227,767041951
6597,GROVE STREET,02/21,626589608,705502904
6598,GROVE STREET,03/21,579274041,663909688
6599,GUN HILL RD,12/18,81407065061,64572317876
6600,GUN HILL RD,01/19,251092819715,199153205553
6601,GUN HILL RD,02/19,233363806540,185140066376
6602,GUN HILL RD,03/19,252484615464,200286666545
6603,GUN HILL RD,04/19,244334287353,193858462045
6604,GUN HILL RD,05/19,341412280057,283123809624
6605,GUN HILL RD,06/19,342339473572,285241386382
6606,GUN HILL RD,07/19,381287931318,320465820297
6607,GUN HILL RD,08/19,377402111037,317151305267
6608,GUN HILL RD,09/19,365790977429,307512305745
6609,GUN HILL RD,10/19,196698082864,182519469328
6610,GUN HILL RD,11/19,153704085042,149269171629
6611,GUN HILL RD,12/19,281681622381,245341245051
6612,GUN HILL RD,01/20,383762050752,320447934828
6613,GUN HILL RD,02/20,457163998725,402815387782
6614,GUN HILL RD,03/20,507489146909,450391702732
6615,GUN HILL RD,04/20,493789351968,438238724234
6616,GUN HILL RD,05/20,510259715364,452862294814
6617,GUN HILL RD,06/20,491103991210,435779696927
6618,GUN HILL RD,07/20,508250949387,451115264003
6619,GUN HILL RD,08/20,507582831722,450498889067
6620,GUN HILL RD,09/20,493859757741,438338266507
6621,GUN HILL RD,10/20,507600576620,450546045228
6622,GUN HILL RD,11/20,493411859261,438198614496
6623,GUN HILL RD,12/20,513104972318,455470918347
6624,GUN HILL RD,01/21,510982910277,453314649861
6625,GUN HILL RD,02/21,458260627374,406810726425
6626,GUN HILL RD,03/21,428085532766,380031407671
6627,HALSEY ST,12/18,7377455714,3802033584
6628,HALSEY ST,01/19,23318434977,11977718985
6629,HALSEY ST,02/19,20857746174,10768926974
6630,HALSEY ST,03/19,22539054575,11582182743
6631,HALSEY ST,04/19,22969327166,11982414436
6632,HALSEY ST,05/19,23182196537,11974688995
6633,HALSEY ST,06/19,22778798766,11744099996
6634,HALSEY ST,07/19,23404940618,12115660567
6635,HALSEY ST,08/19,23379092474,12074239291
6636,HALSEY ST,09/19,23079424871,11881889062
6637,HALSEY ST,10/19,23515621730,12151949835
6638,HALSEY ST,11/19,22907989843,11849732463
6639,HALSEY ST,12/19,23595750226,12204186268
6640,HALSEY ST,01/20,23697498728,12257733972
6641,HALSEY ST,02/20,22347185539,11549371482
6642,HALSEY ST,03/20,24026563989,12384424382
6643,HALSEY ST,04/20,23082549587,11932784765
6644,HALSEY ST,05/20,24023643266,12420108104
6645,HALSEY ST,06/20,23078780790,11938974456
6646,HALSEY ST,07/20,23995973779,12417789831
6647,HALSEY ST,08/20,23894740984,12383161700
6648,HALSEY ST,09/20,22894402929,11914173710
6649,HALSEY ST,10/20,23724178807,12412984831
6650,HALSEY ST,11/20,22418228306,11748301048
6651,HALSEY ST,12/20,23105864690,12103261354
6652,HALSEY ST,01/21,23112600610,12115265783
6653,HALSEY ST,02/21,21005935363,10989398457
6654,HALSEY ST,03/21,19216094010,10078842365
6655,HARLEM 148 ST,12/18,666211383,512440304
6656,HARLEM 148 ST,01/19,2052764728,1581105857
6657,HARLEM 148 ST,02/19,1874733711,1447130577
6658,HARLEM 148 ST,03/19,2034897951,1574228252
6659,HARLEM 148 ST,04/19,1998804508,1550016337
6660,HARLEM 148 ST,05/19,2084514533,1619951542
6661,HARLEM 148 ST,06/19,2034936952,1585270512
6662,HARLEM 148 ST,07/19,2120714222,1656221426
6663,HARLEM 148 ST,08/19,2124723205,1662400126
6664,HARLEM 148 ST,09/19,2082686310,1631769940
6665,HARLEM 148 ST,10/19,2171617580,1705135205
6666,HARLEM 148 ST,11/19,2120348040,1669291031
6667,HARLEM 148 ST,12/19,2219591944,1751326122
6668,HARLEM 148 ST,01/20,2223635948,1757872285
6669,HARLEM 148 ST,02/20,2081836643,1646858641
6670,HARLEM 148 ST,03/20,2245657130,1782010441
6671,HARLEM 148 ST,04/20,2185773299,1733284416
6672,HARLEM 148 ST,05/20,2264811371,1799309085
6673,HARLEM 148 ST,06/20,2218759445,1763745330
6674,HARLEM 148 ST,07/20,2442354785,1942927672
6675,HARLEM 148 ST,08/20,2271772647,1806586824
6676,HARLEM 148 ST,09/20,2208230535,1760517064
6677,HARLEM 148 ST,10/20,2285625560,1822059223
6678,HARLEM 148 ST,11/20,2234179586,1785392100
6679,HARLEM 148 ST,12/20,2314480684,1851626767
6680,HARLEM 148 ST,01/21,2307736730,1848307438
6681,HARLEM 148 ST,02/21,2089451268,1675488307
6682,HARLEM 148 ST,03/21,1932378223,1551141375
6683,HARRISON,12/18,109029367,197295628
6684,HARRISON,01/19,330690181,635247416
6685,HARRISON,02/19,309850411,599009835
6686,HARRISON,03/19,371177636,676314086
6687,HARRISON,04/19,335986697,694110337
6688,HARRISON,05/19,356388291,699900411
6689,HARRISON,06/19,86451659,159757165
6690,HARRISON,07/19,55588408,55804064
6691,HARRISON,08/19,83335744,97894666
6692,HARRISON,09/19,113921834,134802306
6693,HARRISON,10/19,159708465,184193869
6694,HARRISON,11/19,185741159,214519355
6695,HARRISON,12/19,222822891,239539624
6696,HARRISON,01/20,242700246,231238433
6697,HARRISON,02/20,259683389,244223355
6698,HARRISON,03/20,298323101,302142613
6699,HARRISON,04/20,284909011,299296953
6700,HARRISON,05/20,285269022,313242927
6701,HARRISON,06/20,277388114,308865522
6702,HARRISON,07/20,294428876,324874461
6703,HARRISON,08/20,303139956,331409776
6704,HARRISON,09/20,302949740,332043048
6705,HARRISON,10/20,323558745,356629033
6706,HARRISON,11/20,322265347,332209687
6707,HARRISON,12/20,342053672,338631134
6708,HARRISON,01/21,350067929,345160776
6709,HARRISON,02/21,322855728,317054753
6710,HARRISON,03/21,298401106,288223284
6711,HEWES ST,12/18,698403266,284902968
6712,HEWES ST,01/19,2172431481,888012478
6713,HEWES ST,02/19,1997882973,820697728
6714,HEWES ST,03/19,2203245036,911177273
6715,HEWES ST,04/19,2150693347,893347666
6716,HEWES ST,05/19,2251877227,941280389
6717,HEWES ST,06/19,2185031789,919756655
6718,HEWES ST,07/19,2287429599,969573064
6719,HEWES ST,08/19,2292706624,979055226
6720,HEWES ST,09/19,2248451785,967482823
6721,HEWES ST,10/19,2367641233,1027009204
6722,HEWES ST,11/19,2273783215,994549360
6723,HEWES ST,12/19,2367830649,1043916041
6724,HEWES ST,01/20,2371990832,1053358353
6725,HEWES ST,02/20,2247595957,1005850334
6726,HEWES ST,03/20,2430638795,1094159079
6727,HEWES ST,04/20,2344874773,1058538405
6728,HEWES ST,05/20,2425182659,1096226729
6729,HEWES ST,06/20,2349858986,1063937076
6730,HEWES ST,07/20,2432328619,1103624358
6731,HEWES ST,08/20,2421631595,1102156271
6732,HEWES ST,09/20,2705734185,1234306996
6733,HEWES ST,10/20,2448724169,1120226372
6734,HEWES ST,11/20,2337690539,1073753335
6735,HEWES ST,12/20,2486944905,1144363648
6736,HEWES ST,01/21,2505650375,1157034155
6737,HEWES ST,02/21,2231694969,1033889763
6738,HEWES ST,03/21,2076442157,965041514
6739,HIGH ST,12/18,165648648366,222758446476
6740,HIGH ST,01/19,510371016982,686347533561
6741,HIGH ST,02/19,464851713977,625225990398
6742,HIGH ST,03/19,508924621983,684475008339
6743,HIGH ST,04/19,500726004061,673416683438
6744,HIGH ST,05/19,522756035684,703001185499
6745,HIGH ST,06/19,514529929877,691892811902
6746,HIGH ST,07/19,511908298457,688337509005
6747,HIGH ST,08/19,511957244714,688360246274
6748,HIGH ST,09/19,495510384262,666209540576
6749,HIGH ST,10/19,512090042241,688461729051
6750,HIGH ST,11/19,498383705640,669997964054
6751,HIGH ST,12/19,512203070368,688544400378
6752,HIGH ST,01/20,507013989880,679147902544
6753,HIGH ST,02/20,474589811378,638719843714
6754,HIGH ST,03/20,509586402315,684940576709
6755,HIGH ST,04/20,495820572320,666433657616
6756,HIGH ST,05/20,515089982305,692321819093
6757,HIGH ST,06/20,495826862249,666438635135
6758,HIGH ST,07/20,512360806689,688657877139
6759,HIGH ST,08/20,515197029777,692467530324
6760,HIGH ST,09/20,493933818973,664675426362
6761,HIGH ST,10/20,512389799355,688678826712
6762,HIGH ST,11/20,498626435263,670173831116
6763,HIGH ST,12/20,512398534203,688677214323
6764,HIGH ST,01/21,442935293221,528725989433
6765,HIGH ST,02/21,323875040506,302120490145
6766,HIGH ST,03/21,298770609324,278617418961
6767,HOUSTON ST,12/18,7442487005,4478877009
6768,HOUSTON ST,01/19,23442298368,14268059360
6769,HOUSTON ST,02/19,20638061081,12296200521
6770,HOUSTON ST,03/19,19818441458,12428637196
6771,HOUSTON ST,04/19,19283732007,12040403285
6772,HOUSTON ST,05/19,11898946889,10465896568
6773,HOUSTON ST,06/19,7296049560,9109022269
6774,HOUSTON ST,07/19,7559222444,9429653865
6775,HOUSTON ST,08/19,7638622562,9472205624
6776,HOUSTON ST,09/19,6826452207,7498631187
6777,HOUSTON ST,10/19,6848481897,7086473305
6778,HOUSTON ST,11/19,6734092030,6919612899
6779,HOUSTON ST,12/19,7208981414,7227015135
6780,HOUSTON ST,01/20,7110304275,7237281015
6781,HOUSTON ST,02/20,6698304427,6810498481
6782,HOUSTON ST,03/20,7215891524,7327694599
6783,HOUSTON ST,04/20,6999220341,7068643189
6784,HOUSTON ST,05/20,7242454124,7319144508
6785,HOUSTON ST,06/20,7008496784,7107561578
6786,HOUSTON ST,07/20,7255575594,7341781032
6787,HOUSTON ST,08/20,7265142044,7353774754
6788,HOUSTON ST,09/20,7042105060,7130149474
6789,HOUSTON ST,10/20,7295125985,7382254697
6790,HOUSTON ST,11/20,7096073041,7155925900
6791,HOUSTON ST,12/20,7355039699,7399506956
6792,HOUSTON ST,01/21,7391288784,7414743114
6793,HOUSTON ST,02/21,6683365892,6705669588
6794,HOUSTON ST,03/21,6208967314,6235033083
6795,HOWARD BCH JFK,12/18,326590937,184137618
6796,HOWARD BCH JFK,01/19,1049231875,594356740
6797,HOWARD BCH JFK,02/19,959234383,542972656
6798,HOWARD BCH JFK,03/19,1045487721,591463901
6799,HOWARD BCH JFK,04/19,1009942873,537050875
6800,HOWARD BCH JFK,05/19,1044499660,534341839
6801,HOWARD BCH JFK,06/19,1007839544,472799195
6802,HOWARD BCH JFK,07/19,1044711774,463803707
6803,HOWARD BCH JFK,08/19,1023678454,449864938
6804,HOWARD BCH JFK,09/19,957679566,414392121
6805,HOWARD BCH JFK,10/19,1018236363,441813950
6806,HOWARD BCH JFK,11/19,931815739,436441551
6807,HOWARD BCH JFK,12/19,973274837,478972348
6808,HOWARD BCH JFK,01/20,997713814,494208091
6809,HOWARD BCH JFK,02/20,955894122,474542941
6810,HOWARD BCH JFK,03/20,1122921165,444495423
6811,HOWARD BCH JFK,04/20,1096179619,420054526
6812,HOWARD BCH JFK,05/20,1124792928,436348617
6813,HOWARD BCH JFK,06/20,1293346197,428305426
6814,HOWARD BCH JFK,07/20,1515686928,448549973
6815,HOWARD BCH JFK,08/20,1525617589,451013796
6816,HOWARD BCH JFK,09/20,1474983705,439927750
6817,HOWARD BCH JFK,10/20,1530410290,459089419
6818,HOWARD BCH JFK,11/20,1493941072,445934004
6819,HOWARD BCH JFK,12/20,1554100072,467732165
6820,HOWARD BCH JFK,01/21,1515631024,397838130
6821,HOWARD BCH JFK,02/21,1400921958,420698711
6822,HOWARD BCH JFK,03/21,1300427512,392743968
6823,HOYT ST,12/18,1280221378,1172523895
6824,HOYT ST,01/19,3894367764,3569784941
6825,HOYT ST,02/19,3555272785,3269517927
6826,HOYT ST,03/19,3936417169,3609470085
6827,HOYT ST,04/19,3860261633,3541448282
6828,HOYT ST,05/19,4035094712,3691539122
6829,HOYT ST,06/19,3942123693,3606167540
6830,HOYT ST,07/19,3834263259,3378847500
6831,HOYT ST,08/19,4148819835,3795741976
6832,HOYT ST,09/19,4039624694,3688144911
6833,HOYT ST,10/19,4212272108,3845868594
6834,HOYT ST,11/19,4130095114,3773130955
6835,HOYT ST,12/19,4259577102,3893364723
6836,HOYT ST,01/20,4314770775,3931086191
6837,HOYT ST,02/20,4075629124,3714628287
6838,HOYT ST,03/20,4825843386,3837885517
6839,HOYT ST,04/20,5163839019,3731796337
6840,HOYT ST,05/20,5357396970,3868250990
6841,HOYT ST,06/20,5015371946,3641667034
6842,HOYT ST,07/20,5371233591,3883086472
6843,HOYT ST,08/20,5359814129,3885045692
6844,HOYT ST,09/20,5215555352,3779486935
6845,HOYT ST,10/20,5401093565,3918838549
6846,HOYT ST,11/20,5267492019,3826646828
6847,HOYT ST,12/20,5415619051,3933229368
6848,HOYT ST,01/21,5434211035,3957161585
6849,HOYT ST,02/21,4916905401,3584337850
6850,HOYT ST,03/21,4544543104,3316507632
6851,HOYT-SCHER,12/18,2474139721,2424429323
6852,HOYT-SCHER,01/19,7526403139,7369545427
6853,HOYT-SCHER,02/19,6891035537,6742365092
6854,HOYT-SCHER,03/19,7766679660,7591322552
6855,HOYT-SCHER,04/19,7616930779,7437639901
6856,HOYT-SCHER,05/19,7883721845,7691494680
6857,HOYT-SCHER,06/19,7690152586,7495719183
