,STATION,DATE,ENTRIES,EXITS
5883,ELDER AV,12/19,2580729241,2519770148
5884,ELDER AV,01/20,2610670811,2550632583
5885,ELDER AV,02/20,2266402185,2153304230
5886,ELDER AV,03/20,2419866113,2282441112
5887,ELDER AV,04/20,2352354489,2221529629
5888,ELDER AV,05/20,2437513466,2304850669
5889,ELDER AV,06/20,2354166328,2229962534
5890,ELDER AV,07/20,2456669469,2332615016
5891,ELDER AV,08/20,2468499858,2349737223
5892,ELDER AV,09/20,2401290369,2291407102
5893,ELDER AV,10/20,2496724195,2388276575
5894,ELDER AV,11/20,2431672027,2331253894
5895,ELDER AV,12/20,2568188262,2467329754
5896,ELDER AV,01/21,2541455329,2446794971
5897,ELDER AV,02/21,2321236877,2239133606
5898,ELDER AV,03/21,2140456632,2068704540
5899,ELMHURST AV,12/18,214259215474,310915277706
5900,ELMHURST AV,01/19,592328247662,858723826635
5901,ELMHURST AV,02/19,556495774437,807463592014
5902,ELMHURST AV,03/19,588517064428,853879776713
5903,ELMHURST AV,04/19,578961978795,839967028385
5904,ELMHURST AV,05/19,600347727020,869360795122
5905,ELMHURST AV,06/19,576646263339,839006246215
5906,ELMHURST AV,07/19,595819438005,866829753753
5907,ELMHURST AV,08/19,596909032601,867013463444
5908,ELMHURST AV,09/19,574603895657,834566100927
5909,ELMHURST AV,10/19,622532758559,904122448697
5910,ELMHURST AV,11/19,577878311564,839219437266
5911,ELMHURST AV,12/19,600267163469,871684408162
5912,ELMHURST AV,01/20,638625745298,927333410914
5913,ELMHURST AV,02/20,555618262316,806314547628
5914,ELMHURST AV,03/20,587631748461,853636277189
5915,ELMHURST AV,04/20,574840533195,834617222455
5916,ELMHURST AV,05/20,590812463836,857802186782
5917,ELMHURST AV,06/20,578024331999,838783756559
5918,ELMHURST AV,07/20,608723694847,883178796549
5919,ELMHURST AV,08/20,600424026337,871718712784
5920,ELMHURST AV,09/20,574888564951,834627176202
5921,ELMHURST AV,10/20,594067167398,862451543053
5922,ELMHURST AV,11/20,451414668015,638014103821
5923,ELMHURST AV,12/20,363059975050,495460992894
5924,ELMHURST AV,01/21,363074234443,495464925378
5925,ELMHURST AV,02/21,325998764979,444856116200
5926,ELMHURST AV,03/21,300632348017,410228799064
5927,EUCLID AV,12/18,1583273689,729492509
5928,EUCLID AV,01/19,4775410091,2209111626
5929,EUCLID AV,02/19,4356530557,2010711851
5930,EUCLID AV,03/19,4840767147,2227863345
5931,EUCLID AV,04/19,4146561287,1800723285
5932,EUCLID AV,05/19,3361781436,1288414109
5933,EUCLID AV,06/19,3307272913,1264574652
5934,EUCLID AV,07/19,3411977250,1302446744
5935,EUCLID AV,08/19,3440983492,1312003109
5936,EUCLID AV,09/19,3378823527,1286107999
5937,EUCLID AV,10/19,3548182993,1348155464
5938,EUCLID AV,11/19,3562930856,1351580903
5939,EUCLID AV,12/19,3655850746,1384970175
5940,EUCLID AV,01/20,3706518801,1402361242
5941,EUCLID AV,02/20,3517175248,1328011776
5942,EUCLID AV,03/20,3670189751,1388890847
5943,EUCLID AV,04/20,3615017283,1368015725
5944,EUCLID AV,05/20,3754645601,1411735605
5945,EUCLID AV,06/20,3704326735,1365904452
5946,EUCLID AV,07/20,3866609236,1428355759
5947,EUCLID AV,08/20,3883705799,1437950462
5948,EUCLID AV,09/20,6191561398,3831420420
5949,EUCLID AV,10/20,3926533455,1459316703
5950,EUCLID AV,11/20,3839967535,1429694980
5951,EUCLID AV,12/20,3968031361,1479811907
5952,EUCLID AV,01/21,3986905152,1489980450
5953,EUCLID AV,02/21,3619239455,1353996295
5954,EUCLID AV,03/21,3353946308,1256350500
5955,EXCHANGE PLACE,12/18,608643104,604833387
5956,EXCHANGE PLACE,01/19,1878415974,1903265396
5957,EXCHANGE PLACE,02/19,1632095303,1545177276
5958,EXCHANGE PLACE,03/19,1785469618,1594408552
5959,EXCHANGE PLACE,04/19,1761318086,1654215282
5960,EXCHANGE PLACE,05/19,1744883339,1632715625
5961,EXCHANGE PLACE,06/19,616878112,575401956
5962,EXCHANGE PLACE,07/19,90216993,91733070
5963,EXCHANGE PLACE,08/19,171563356,173756311
5964,EXCHANGE PLACE,09/19,236335075,242554600
5965,EXCHANGE PLACE,10/19,321323821,331788837
5966,EXCHANGE PLACE,11/19,382426822,396018038
5967,EXCHANGE PLACE,12/19,464035912,481177322
5968,EXCHANGE PLACE,01/20,520358840,502447556
5969,EXCHANGE PLACE,02/20,535484849,453479843
5970,EXCHANGE PLACE,03/20,615587510,529199884
5971,EXCHANGE PLACE,04/20,567460220,502925531
5972,EXCHANGE PLACE,05/20,591778087,534222137
5973,EXCHANGE PLACE,06/20,572647809,510068222
5974,EXCHANGE PLACE,07/20,595598260,509888181
5975,EXCHANGE PLACE,08/20,595705877,493412664
5976,EXCHANGE PLACE,09/20,578511387,458011292
5977,EXCHANGE PLACE,10/20,588755221,470754248
5978,EXCHANGE PLACE,11/20,603996432,491765013
5979,EXCHANGE PLACE,12/20,633230121,522607284
5980,EXCHANGE PLACE,01/21,642847962,537181281
5981,EXCHANGE PLACE,02/21,589219592,498467542
5982,EXCHANGE PLACE,03/21,553067446,474504992
5983,FAR ROCKAWAY,12/18,585079469,629211631
5984,FAR ROCKAWAY,01/19,1853654913,1995334897
5985,FAR ROCKAWAY,02/19,23509913468,6179107067
5986,FAR ROCKAWAY,03/19,156211155377,31959271257
5987,FAR ROCKAWAY,04/19,153617757665,31366407156
5988,FAR ROCKAWAY,05/19,14349439264,3553273139
5989,FAR ROCKAWAY,06/19,917678403,867619296
5990,FAR ROCKAWAY,07/19,959917765,911135663
5991,FAR ROCKAWAY,08/19,952623452,927807078
5992,FAR ROCKAWAY,09/19,587453546,822386319
5993,FAR ROCKAWAY,10/19,688182239,956451687
5994,FAR ROCKAWAY,11/19,642877976,887012595
5995,FAR ROCKAWAY,12/19,674658922,924726352
5996,FAR ROCKAWAY,01/20,691473828,942252729
5997,FAR ROCKAWAY,02/20,666076804,902468445
5998,FAR ROCKAWAY,03/20,731029460,985607191
5999,FAR ROCKAWAY,04/20,723285686,974312081
6000,FAR ROCKAWAY,05/20,836371596,1127140277
6001,FAR ROCKAWAY,06/20,727241632,980457611
6002,FAR ROCKAWAY,07/20,760117728,1025235630
6003,FAR ROCKAWAY,08/20,766834855,1032674167
6004,FAR ROCKAWAY,09/20,705259496,920278140
6005,FAR ROCKAWAY,10/20,739631946,964854876
6006,FAR ROCKAWAY,11/20,744069892,969475890
6007,FAR ROCKAWAY,12/20,761079864,992403424
6008,FAR ROCKAWAY,01/21,770834280,1005779927
6009,FAR ROCKAWAY,02/21,704156175,919345797
6010,FAR ROCKAWAY,03/21,655932913,856655273
6011,FLATBUSH AV-B.C,12/18,177388702890,130114809105
6012,FLATBUSH AV-B.C,01/19,548169843901,402515267252
6013,FLATBUSH AV-B.C,02/19,491819616731,361227634252
6014,FLATBUSH AV-B.C,03/19,547043462089,401754496861
6015,FLATBUSH AV-B.C,04/19,528887894662,388368710535
6016,FLATBUSH AV-B.C,05/19,546683956623,401441112737
6017,FLATBUSH AV-B.C,06/19,531935497330,390577239087
6018,FLATBUSH AV-B.C,07/19,546843802042,401541760243
6019,FLATBUSH AV-B.C,08/19,547315251862,401925631958
6020,FLATBUSH AV-B.C,09/19,529270246772,388616929437
6021,FLATBUSH AV-B.C,10/19,546980978603,401615513509
6022,FLATBUSH AV-B.C,11/19,528746597292,387951930016
6023,FLATBUSH AV-B.C,12/19,553478997431,405462484689
6024,FLATBUSH AV-B.C,01/20,315580702716,199350422345
6025,FLATBUSH AV-B.C,02/20,247366287938,144741564347
6026,FLATBUSH AV-B.C,03/20,264646168283,154867539659
6027,FLATBUSH AV-B.C,04/20,255963611970,149775243827
6028,FLATBUSH AV-B.C,05/20,264854687722,155024003522
6029,FLATBUSH AV-B.C,06/20,256027466700,149834830263
6030,FLATBUSH AV-B.C,07/20,270212416741,158147145672
6031,FLATBUSH AV-B.C,08/20,264619763593,154879998822
6032,FLATBUSH AV-B.C,09/20,256081501842,149856519387
6033,FLATBUSH AV-B.C,10/20,263055814059,153790212521
6034,FLATBUSH AV-B.C,11/20,255931818640,149628064272
6035,FLATBUSH AV-B.C,12/20,264495053497,154644773986
6036,FLATBUSH AV-B.C,01/21,264517154845,154668352771
6037,FLATBUSH AV-B.C,02/21,238947251389,139726846493
6038,FLATBUSH AV-B.C,03/21,221909209527,129770919181
6039,FLUSHING AV,12/18,3319713218,2295684909
6040,FLUSHING AV,01/19,10876861431,7456365600
6041,FLUSHING AV,02/19,9276567464,6371054698
6042,FLUSHING AV,03/19,9789914340,6496473451
6043,FLUSHING AV,04/19,9112264802,6054097487
6044,FLUSHING AV,05/19,10377523676,7106798650
6045,FLUSHING AV,06/19,10194183421,6989004080
6046,FLUSHING AV,07/19,10455181888,7154632521
6047,FLUSHING AV,08/19,10226613453,6957471537
6048,FLUSHING AV,09/19,9917274606,6744056685
6049,FLUSHING AV,10/19,10414932236,7033065433
6050,FLUSHING AV,11/19,10228177586,6862197937
6051,FLUSHING AV,12/19,10521461627,7042541440
6052,FLUSHING AV,01/20,10124247758,6798323929
6053,FLUSHING AV,02/20,10346197802,6888195039
6054,FLUSHING AV,03/20,10836699219,7335260795
6055,FLUSHING AV,04/20,10638898021,7228168559
6056,FLUSHING AV,05/20,11003801601,7479637129
6057,FLUSHING AV,06/20,10662314512,7252050195
6058,FLUSHING AV,07/20,11038477521,7514589898
6059,FLUSHING AV,08/20,10622954891,7080679181
6060,FLUSHING AV,09/20,9489917559,6026431786
6061,FLUSHING AV,10/20,11094385464,7567149873
6062,FLUSHING AV,11/20,11081472817,7668534554
6063,FLUSHING AV,12/20,11146012732,7614560755
6064,FLUSHING AV,01/21,11172421416,7641081519
6065,FLUSHING AV,02/21,10110946425,6921270257
6066,FLUSHING AV,03/21,9451747510,6470177112
6067,FLUSHING-MAIN,12/18,11995760165,11452179382
6068,FLUSHING-MAIN,01/19,37552327012,35849938124
6069,FLUSHING-MAIN,02/19,34652889522,33083516634
6070,FLUSHING-MAIN,03/19,37598293460,35785310576
6071,FLUSHING-MAIN,04/19,37806009940,36052922797
6072,FLUSHING-MAIN,05/19,41293830458,39549788579
6073,FLUSHING-MAIN,06/19,37623658983,35790793595
6074,FLUSHING-MAIN,07/19,39071496776,37130232918
6075,FLUSHING-MAIN,08/19,38780932946,36844697496
6076,FLUSHING-MAIN,09/19,37939555822,36041035600
6077,FLUSHING-MAIN,10/19,39191009184,37397185402
6078,FLUSHING-MAIN,11/19,37286289652,35786018522
6079,FLUSHING-MAIN,12/19,39179673449,37626563305
6080,FLUSHING-MAIN,01/20,38903581961,37309174659
6081,FLUSHING-MAIN,02/20,37269504511,35800602286
6082,FLUSHING-MAIN,03/20,38462080510,37807315331
6083,FLUSHING-MAIN,04/20,35374936592,35110095594
6084,FLUSHING-MAIN,05/20,33768612740,34923996441
6085,FLUSHING-MAIN,06/20,32162678796,33680365088
6086,FLUSHING-MAIN,07/20,34170955559,35702175956
6087,FLUSHING-MAIN,08/20,33957311093,29620528018
6088,FLUSHING-MAIN,09/20,28808073058,23730542868
6089,FLUSHING-MAIN,10/20,33616136685,28645061131
6090,FLUSHING-MAIN,11/20,29406186150,24193636895
6091,FLUSHING-MAIN,12/20,30341981759,25092302784
6092,FLUSHING-MAIN,01/21,30671245487,26510322156
6093,FLUSHING-MAIN,02/21,27907809530,29785017603
6094,FLUSHING-MAIN,03/21,18762776493,24322159470
6095,FORDHAM RD,12/18,76101719941,12701759323
6096,FORDHAM RD,01/19,236095058302,39445546127
6097,FORDHAM RD,02/19,213134180580,35620245326
6098,FORDHAM RD,03/19,235988539077,39436377492
6099,FORDHAM RD,04/19,228559923975,38239793360
6100,FORDHAM RD,05/19,218874481904,36617834245
6101,FORDHAM RD,06/19,209538403608,35098308750
6102,FORDHAM RD,07/19,27534942852,7210840369
6103,FORDHAM RD,08/19,8412205317,4278035080
6104,FORDHAM RD,09/19,10662240348,4164575148
6105,FORDHAM RD,10/19,14425984838,3945884884
6106,FORDHAM RD,11/19,12842564118,2564262855
6107,FORDHAM RD,12/19,228485637539,49550520009
6108,FORDHAM RD,01/20,341125066670,73813394890
6109,FORDHAM RD,02/20,317105552799,68432931735
6110,FORDHAM RD,03/20,340978698848,73559007260
6111,FORDHAM RD,04/20,331797173347,71587665751
6112,FORDHAM RD,05/20,342958239926,74020675050
6113,FORDHAM RD,06/20,331794379516,71600162072
6114,FORDHAM RD,07/20,342830166239,74012605625
6115,FORDHAM RD,08/20,342802801495,74018935368
6116,FORDHAM RD,09/20,331789576204,71655352543
6117,FORDHAM RD,10/20,341141523959,73689002339
6118,FORDHAM RD,11/20,333728497114,72119435437
6119,FORDHAM RD,12/20,342917697360,74140443140
6120,FORDHAM RD,01/21,342897485472,74145753162
6121,FORDHAM RD,02/21,315210566760,68129811057
6122,FORDHAM RD,03/21,289452210882,62584809201
6123,FOREST AVE,12/18,868542731,787621238
6124,FOREST AVE,01/19,2759553626,2500641661
6125,FOREST AVE,02/19,2455410845,2222538384
6126,FOREST AVE,03/19,2738211728,2475732740
6127,FOREST AVE,04/19,2668172684,2409395366
6128,FOREST AVE,05/19,2333409181,2242764911
6129,FOREST AVE,06/19,1849566230,1932818326
6130,FOREST AVE,07/19,1952390118,2034749287
6131,FOREST AVE,08/19,1952784819,2029783815
6132,FOREST AVE,09/19,1910637853,1980392716
6133,FOREST AVE,10/19,1998055345,2064282980
6134,FOREST AVE,11/19,1945135467,2003468760
6135,FOREST AVE,12/19,2032180834,2087425537
6136,FOREST AVE,01/20,2063894068,2114834060
6137,FOREST AVE,02/20,1951425510,1994487071
6138,FOREST AVE,03/20,2105564449,2147610476
6139,FOREST AVE,04/20,2042690577,2082927453
6140,FOREST AVE,05/20,2113246448,2154882595
6141,FOREST AVE,06/20,2048909173,2089229724
6142,FOREST AVE,07/20,2123236337,2164658679
6143,FOREST AVE,08/20,2130373288,2171481289
6144,FOREST AVE,09/20,2069461716,2108921543
6145,FOREST AVE,10/20,2147654123,2187722282
6146,FOREST AVE,11/20,2086900621,2125202168
6147,FOREST AVE,12/20,2164139569,2203417789
6148,FOREST AVE,01/21,2171336463,2210491699
6149,FOREST AVE,02/21,1967791629,2003062473
6150,FOREST AVE,03/21,1833235204,1866052842
6151,FOREST HILLS 71,12/18,21721494134,4271276706
6152,FOREST HILLS 71,01/19,66349521861,13580628146
6153,FOREST HILLS 71,02/19,60922171211,12169080431
6154,FOREST HILLS 71,03/19,66806721847,13517971867
6155,FOREST HILLS 71,04/19,65491079681,13107174672
6156,FOREST HILLS 71,05/19,68259457520,13685338195
6157,FOREST HILLS 71,06/19,64656134693,13151175007
6158,FOREST HILLS 71,07/19,66664304371,13696378075
6159,FOREST HILLS 71,08/19,67096413162,13781222930
6160,FOREST HILLS 71,09/19,41864074710,13307674820
6161,FOREST HILLS 71,10/19,17027354600,13880711893
6162,FOREST HILLS 71,11/19,15667845347,12955400884
6163,FOREST HILLS 71,12/19,16420340158,13522548103
6164,FOREST HILLS 71,01/20,16523185631,13545135313
6165,FOREST HILLS 71,02/20,15770091070,12872605602
6166,FOREST HILLS 71,03/20,16735699452,13695943643
6167,FOREST HILLS 71,04/20,16168795359,13238093130
6168,FOREST HILLS 71,05/20,16717247742,13685675767
6169,FOREST HILLS 71,06/20,16216173869,13279010714
6170,FOREST HILLS 71,07/20,17169865002,13885357527
6171,FOREST HILLS 71,08/20,16777703908,13685132012
6172,FOREST HILLS 71,09/20,16807105324,13570574539
6173,FOREST HILLS 71,10/20,16737625089,13327929820
6174,FOREST HILLS 71,11/20,15076354025,11713065586
6175,FOREST HILLS 71,12/20,15635234669,12125189655
6176,FOREST HILLS 71,01/21,15695389744,12090728941
6177,FOREST HILLS 71,02/21,14214300563,11004732224
6178,FOREST HILLS 71,03/21,13195704731,10240754194
6179,FRANKLIN AV,12/18,42569704765,137618152540
6180,FRANKLIN AV,01/19,132559556205,428647971787
6181,FRANKLIN AV,02/19,118182389236,381434394573
6182,FRANKLIN AV,03/19,129851001212,419788077217
6183,FRANKLIN AV,04/19,128305653575,415214363623
6184,FRANKLIN AV,05/19,134682590823,435540521475
6185,FRANKLIN AV,06/19,128497111284,415347071675
6186,FRANKLIN AV,07/19,132390330974,428868779028
6187,FRANKLIN AV,08/19,133919531199,433424476214
6188,FRANKLIN AV,09/19,126164310879,406671804553
6189,FRANKLIN AV,10/19,130468277697,420289980360
6190,FRANKLIN AV,11/19,126960000031,409017524734
6191,FRANKLIN AV,12/19,130802252359,420459234671
6192,FRANKLIN AV,01/20,130114291910,418285160169
6193,FRANKLIN AV,02/20,124535028547,401940109650
6194,FRANKLIN AV,03/20,128805732071,416533016291
6195,FRANKLIN AV,04/20,125103287796,404821001905
6196,FRANKLIN AV,05/20,128665609743,416113456427
6197,FRANKLIN AV,06/20,123668146003,398399372796
6198,FRANKLIN AV,07/20,129379655906,418386562294
6199,FRANKLIN AV,08/20,142801258148,467042118127
6200,FRANKLIN AV,09/20,124905801464,402840453578
6201,FRANKLIN AV,10/20,129349843115,418417650443
6202,FRANKLIN AV,11/20,125861220621,407193776404
6203,FRANKLIN AV,12/20,129459898048,416540428763
6204,FRANKLIN AV,01/21,128491968167,416183910000
6205,FRANKLIN AV,02/21,116901778158,378019057274
6206,FRANKLIN AV,03/21,98968767812,348638155280
6207,FRANKLIN ST,12/18,1613562151,1017031729
6208,FRANKLIN ST,01/19,5017571227,3163622455
6209,FRANKLIN ST,02/19,12524349703,7358280163
6210,FRANKLIN ST,03/19,5114247827,2556787399
6211,FRANKLIN ST,04/19,4929902859,2480847657
6212,FRANKLIN ST,05/19,5123263736,2581617003
6213,FRANKLIN ST,06/19,5135429265,2572153129
6214,FRANKLIN ST,07/19,5301149864,2642029199
6215,FRANKLIN ST,08/19,5231201868,2648674845
6216,FRANKLIN ST,09/19,5090520783,2637762981
6217,FRANKLIN ST,10/19,5448521979,3016248380
6218,FRANKLIN ST,11/19,5109593182,2586597311
6219,FRANKLIN ST,12/19,5099325911,1990784770
6220,FRANKLIN ST,01/20,5133680244,1866021794
6221,FRANKLIN ST,02/20,4808376156,1520155928
6222,FRANKLIN ST,03/20,5242971059,1632561641
6223,FRANKLIN ST,04/20,5052407868,1576139129
6224,FRANKLIN ST,05/20,5247510174,1635604289
6225,FRANKLIN ST,06/20,5053355971,1577817971
6226,FRANKLIN ST,07/20,5251251446,1638730337
6227,FRANKLIN ST,08/20,5254505865,1641326676
6228,FRANKLIN ST,09/20,5088817627,1591429824
6229,FRANKLIN ST,10/20,5226774674,1639331546
6230,FRANKLIN ST,11/20,5073336385,1593650272
6231,FRANKLIN ST,12/20,5272851884,1656773683
6232,FRANKLIN ST,01/21,5273396776,1657121051
6233,FRANKLIN ST,02/21,4769520456,1502539774
6234,FRANKLIN ST,03/21,4410392414,1392835937
6235,FREEMAN ST,12/18,10762026949,1499107644
6236,FREEMAN ST,01/19,33375555927,4658168672
6237,FREEMAN ST,02/19,30166195621,4230010573
6238,FREEMAN ST,03/19,33417466328,4693072673
6239,FREEMAN ST,04/19,33072115212,4632547415
6240,FREEMAN ST,05/19,33639552010,4750469045
6241,FREEMAN ST,06/19,32404282014,4599333447
6242,FREEMAN ST,07/19,33505430598,4771052298
6243,FREEMAN ST,08/19,33525300030,4789038232
6244,FREEMAN ST,09/19,32465144995,4659803372
6245,FREEMAN ST,10/19,33567664489,4828015850
6246,FREEMAN ST,11/19,32509133064,4700126856
6247,FREEMAN ST,12/19,33435468774,4857896462
6248,FREEMAN ST,01/20,33453348694,4868906459
6249,FREEMAN ST,02/20,31479632165,4582358575
6250,FREEMAN ST,03/20,33491310665,4898067279
6251,FREEMAN ST,04/20,32592859818,4772577341
6252,FREEMAN ST,05/20,33676846605,4912615936
6253,FREEMAN ST,06/20,32600270739,4780099904
6254,FREEMAN ST,07/20,33695007832,4953385683
6255,FREEMAN ST,08/20,33701548279,4962244181
6256,FREEMAN ST,09/20,32621568201,4811191425
6257,FREEMAN ST,10/20,33717573899,4980939908
6258,FREEMAN ST,11/20,32637658363,4827225145
6259,FREEMAN ST,12/20,33552362365,4972041294
6260,FREEMAN ST,01/21,33742566893,5013752842
6261,FREEMAN ST,02/21,30484104848,4537443775
6262,FREEMAN ST,03/21,28143496791,4204422877
6263,FRESH POND RD,12/18,1530321584,738206128
6264,FRESH POND RD,01/19,4782363389,2314022605
6265,FRESH POND RD,02/19,4317984491,2101542801
6266,FRESH POND RD,03/19,4807096505,2354987613
6267,FRESH POND RD,04/19,4677851918,2306317811
6268,FRESH POND RD,05/19,4939867470,2451500998
6269,FRESH POND RD,06/19,4732870026,2364863370
6270,FRESH POND RD,07/19,4918668549,2473625926
6271,FRESH POND RD,08/19,4920682701,2490753260
6272,FRESH POND RD,09/19,4815823964,2453558316
6273,FRESH POND RD,10/19,5008393139,2569477710
6274,FRESH POND RD,11/19,4850051290,2505203568
6275,FRESH POND RD,12/19,5069691226,2635501390
6276,FRESH POND RD,01/20,5097852352,2666073697
6277,FRESH POND RD,02/20,4824262037,2538603851
6278,FRESH POND RD,03/20,5264919719,2785528543
6279,FRESH POND RD,04/20,4995218424,2647445589
6280,FRESH POND RD,05/20,5276681887,2799351590
6281,FRESH POND RD,06/20,5004525320,2658703428
6282,FRESH POND RD,07/20,5179985657,2757509938
6283,FRESH POND RD,08/20,5189953462,2769513703
6284,FRESH POND RD,09/20,5900976289,3131902332
6285,FRESH POND RD,10/20,5081358362,2732344772
6286,FRESH POND RD,11/20,5378817530,2901786957
6287,FRESH POND RD,12/20,5011032619,2710669296
6288,FRESH POND RD,01/21,5048636493,2738560262
6289,FRESH POND RD,02/21,4569395515,2485465344
6290,FRESH POND RD,03/21,4251447536,2318933860
6291,FT HAMILTON PKY,12/18,2306062252,1118852685
6292,FT HAMILTON PKY,01/19,7033015087,3420286428
6293,FT HAMILTON PKY,02/19,3898475594,2109611852
6294,FT HAMILTON PKY,03/19,9204029347,3569166992
6295,FT HAMILTON PKY,04/19,100385060647,26311972437
6296,FT HAMILTON PKY,05/19,104388410862,27341714726
6297,FT HAMILTON PKY,06/19,100553358732,26373879924
6298,FT HAMILTON PKY,07/19,106648440835,29359250591
6299,FT HAMILTON PKY,08/19,106734168820,29416108898
6300,FT HAMILTON PKY,09/19,104421126858,28743613065
6301,FT HAMILTON PKY,10/19,106883844467,29486384765
6302,FT HAMILTON PKY,11/19,103481385232,28571121624
6303,FT HAMILTON PKY,12/19,107596542525,29708121137
6304,FT HAMILTON PKY,01/20,107114953449,29615055690
6305,FT HAMILTON PKY,02/20,100347123115,27781214643
6306,FT HAMILTON PKY,03/20,107739948615,29797715189
6307,FT HAMILTON PKY,04/20,103198806576,28576997861
6308,FT HAMILTON PKY,05/20,39030820832,12679009527
6309,FT HAMILTON PKY,06/20,103219791727,28589831858
6310,FT HAMILTON PKY,07/20,107291148585,29740943605
6311,FT HAMILTON PKY,08/20,107259241184,29706794515
6312,FT HAMILTON PKY,09/20,123220662515,33701280553
6313,FT HAMILTON PKY,10/20,106765851351,29604382554
6314,FT HAMILTON PKY,11/20,103468096814,28766626960
6315,FT HAMILTON PKY,12/20,107286072085,29666431968
6316,FT HAMILTON PKY,01/21,107405372077,29770154248
6317,FT HAMILTON PKY,02/21,96957896175,26840016711
6318,FT HAMILTON PKY,03/21,65902328771,18898315913
6319,FULTON ST,12/18,260958128621,262085980071
6320,FULTON ST,01/19,812178003553,821574484892
6321,FULTON ST,02/19,720167945829,727312141129
6322,FULTON ST,03/19,805986631676,822719756372
6323,FULTON ST,04/19,755310814423,777806314548
6324,FULTON ST,05/19,857239169936,875324285207
6325,FULTON ST,06/19,886148476299,901965183639
6326,FULTON ST,07/19,972649836672,960941573797
6327,FULTON ST,08/19,896010095240,875227614018
6328,FULTON ST,09/19,860180532486,840384535803
6329,FULTON ST,10/19,885502888772,866056415672
6330,FULTON ST,11/19,858518075156,840909036262
6331,FULTON ST,12/19,883955506587,867385400779
6332,FULTON ST,01/20,884163752017,867960196057
6333,FULTON ST,02/20,812516281284,802192030388
6334,FULTON ST,03/20,887474778358,869787516486
6335,FULTON ST,04/20,858934242972,843306149653
6336,FULTON ST,05/20,977583017730,938712552569
6337,FULTON ST,06/20,858069939277,840050761220
6338,FULTON ST,07/20,885140278484,866728430632
6339,FULTON ST,08/20,888129645254,873200130072
6340,FULTON ST,09/20,829631721705,822886717026
6341,FULTON ST,10/20,800786285621,822001424659
6342,FULTON ST,11/20,578274854946,716322054218
6343,FULTON ST,12/20,595144171948,738451515030
6344,FULTON ST,01/21,596705871578,737186885686
6345,FULTON ST,02/21,538949620734,666004443610
6346,FULTON ST,03/21,499962335857,617852962584
6347,GATES AV,12/18,545867120,212033269
6348,GATES AV,01/19,1707439121,663595839
6349,GATES AV,02/19,1575232269,612382065
6350,GATES AV,03/19,1806866957,702891748
6351,GATES AV,04/19,1784272224,694548608
6352,GATES AV,05/19,1839595160,717025838
6353,GATES AV,06/19,1825056904,712095622
6354,GATES AV,07/19,1920946345,750559505
6355,GATES AV,08/19,1956617730,765896891
6356,GATES AV,09/19,1928555291,755786991
6357,GATES AV,10/19,2020651219,792703990
6358,GATES AV,11/19,1750095304,659032964
6359,GATES AV,12/19,1703028672,621025488
6360,GATES AV,01/20,1726874724,631855154
6361,GATES AV,02/20,1676520906,615722822
6362,GATES AV,03/20,1793250299,661169261
6363,GATES AV,04/20,1737831243,642481053
6364,GATES AV,05/20,1345985689,478209960
6365,GATES AV,06/20,1136453336,393579575
6366,GATES AV,07/20,1176610271,409654026
6367,GATES AV,08/20,1162214836,406936416
6368,GATES AV,09/20,1135661229,399985621
6369,GATES AV,10/20,1192858360,422915759
6370,GATES AV,11/20,1166798123,416517016
6371,GATES AV,12/20,1217459191,437587478
6372,GATES AV,01/21,1227935949,444165275
6373,GATES AV,02/21,1119131689,407235071
6374,GATES AV,03/21,1048079039,383379597
6375,GRAHAM AV,12/18,2267083325,1295739527
6376,GRAHAM AV,01/19,7059853657,4054613535
6377,GRAHAM AV,02/19,6512650851,3682234085
6378,GRAHAM AV,03/19,7163442373,4073353415
6379,GRAHAM AV,04/19,6938567932,4037746963
6380,GRAHAM AV,05/19,7190301098,4144303446
6381,GRAHAM AV,06/19,7027628176,4012180446
6382,GRAHAM AV,07/19,7293025230,4219775709
6383,GRAHAM AV,08/19,7494991298,4262032041
6384,GRAHAM AV,09/19,7218326905,4106588875
6385,GRAHAM AV,10/19,7423952047,4279809337
6386,GRAHAM AV,11/19,7236070942,4172192396
6387,GRAHAM AV,12/19,7520404804,4339596411
6388,GRAHAM AV,01/20,7557464876,4359949971
6389,GRAHAM AV,02/20,7183614736,4116915906
6390,GRAHAM AV,03/20,7593687400,4390914769
6391,GRAHAM AV,04/20,7393616890,4266441998
6392,GRAHAM AV,05/20,7641562381,4406575060
6393,GRAHAM AV,06/20,7404003284,4289055858
6394,GRAHAM AV,07/20,7638511535,4514706597
6395,GRAHAM AV,08/20,7743274469,4460559516
6396,GRAHAM AV,09/20,7467405757,4343263271
6397,GRAHAM AV,10/20,7728958283,4636850576
6398,GRAHAM AV,11/20,8306101628,8455221848
6399,GRAHAM AV,12/20,7721689774,4508818293
6400,GRAHAM AV,01/21,7733276004,4522288408
6401,GRAHAM AV,02/21,6995506081,4097163147
6402,GRAHAM AV,03/21,6463962660,3791730876
6403,GRAND ARMY PLAZ,12/18,1706515016,898144598
6404,GRAND ARMY PLAZ,01/19,5300292774,2790081702
6405,GRAND ARMY PLAZ,02/19,4799541931,2518439908
6406,GRAND ARMY PLAZ,03/19,5349900982,2802877287
6407,GRAND ARMY PLAZ,04/19,5327972882,2786180937
6408,GRAND ARMY PLAZ,05/19,5511009830,2876479005
6409,GRAND ARMY PLAZ,06/19,5312940655,2768318846
