STATION,DATE,ENTRIES,EXITS
NEPTUNE AV,02/20,1449856912,568795103
NEPTUNE AV,03/20,1559880273,612927078
NEPTUNE AV,04/20,1525349285,598866861
NEPTUNE AV,05/20,1568741535,616162578
NEPTUNE AV,06/20,1519402691,597017601
NEPTUNE AV,07/20,1594177321,625925663
NEPTUNE AV,08/20,1573696487,618998064
NEPTUNE AV,09/20,1516472024,596844198
NEPTUNE AV,10/20,1569814033,618200215
NEPTUNE AV,11/20,1529791936,602801472
NEPTUNE AV,12/20,1293526986,509989546
NEREID AV,12/19,363954544,147341998
NEREID AV,01/20,2829014144,1145640084
NEREID AV,02/20,2652601616,1076405585
NEREID AV,03/20,1861749103,447020344
NEREID AV,04/20,1745985546,392049341
NEREID AV,05/20,1807158172,407244863
NEREID AV,06/20,1752464241,396687197
NEREID AV,07/20,1795516086,408264629
NEREID AV,08/20,1819643935,415722306
NEREID AV,09/20,1756912633,403569774
NEREID AV,10/20,1833055113,423413638
NEREID AV,11/20,1780472383,413349577
NEREID AV,12/20,1498287780,349385771
NEVINS ST,12/19,707109143,775951418
NEVINS ST,01/20,5479453507,6012814102
NEVINS ST,02/20,4926719296,5567024507
NEVINS ST,03/20,4515369430,5681861163
NEVINS ST,04/20,4417209127,5553954611
NEVINS ST,05/20,4550199882,5704873558
NEVINS ST,06/20,2464446295,2618762865
NEVINS ST,07/20,1716431359,1715108635
NEVINS ST,08/20,2131590471,1991304229
NEVINS ST,09/20,2469084501,1966660809
NEVINS ST,10/20,2769034697,2416100068
NEVINS ST,11/20,2729781624,2387611316
NEVINS ST,12/20,2317628254,2032322768
NEW LOTS,12/19,301348712,285839009
NEW LOTS,01/20,2333278431,2214917932
NEW LOTS,02/20,2212364069,2102719196
NEW LOTS,03/20,2382429962,2267051511
NEW LOTS,04/20,2312936595,2203268122
NEW LOTS,05/20,2386215200,2277127816
NEW LOTS,06/20,2327253703,2224231041
NEW LOTS,07/20,2407395492,2303288779
NEW LOTS,08/20,2414858186,2314888047
NEW LOTS,09/20,31412819028,262816131550
NEW LOTS,10/20,32819744517,274622170845
NEW LOTS,11/20,31769631979,265775634646
NEW LOTS,12/20,26464746293,221467230836
NEW LOTS AV,12/19,939692862,648110968
NEW LOTS AV,01/20,7296913416,5038410692
NEW LOTS AV,02/20,6850190651,4739610141
NEW LOTS AV,03/20,7307035051,5065456805
NEW LOTS AV,04/20,7119711536,4940650139
NEW LOTS AV,05/20,7355096343,5105143403
NEW LOTS AV,06/20,7134996866,4960770131
NEW LOTS AV,07/20,7658225933,5330349704
NEW LOTS AV,08/20,7385250348,5144805656
NEW LOTS AV,09/20,7165346323,5001486960
NEW LOTS AV,10/20,7416619135,5183981608
NEW LOTS AV,11/20,7229555054,5060135681
NEW LOTS AV,12/20,5999918755,4204639202
NEW UTRECHT AV,12/19,388841575,446838140
NEW UTRECHT AV,01/20,3027149655,3473283007
NEW UTRECHT AV,02/20,2841683244,3250867989
NEW UTRECHT AV,03/20,3072503399,3508046629
NEW UTRECHT AV,04/20,2979324319,3399844745
NEW UTRECHT AV,05/20,3070929239,3501476957
NEW UTRECHT AV,06/20,2987490798,3407557809
NEW UTRECHT AV,07/20,3094286523,3527809760
NEW UTRECHT AV,08/20,3102658128,3535416279
NEW UTRECHT AV,09/20,3011481439,3429353307
NEW UTRECHT AV,10/20,3138362038,3580701392
NEW UTRECHT AV,11/20,3004320087,3434916495
NEW UTRECHT AV,12/20,2433092142,2829225557
NEWARK BM BW,12/19,50425243,2999145
NEWARK BM BW,01/20,392638442,24208979
NEWARK BM BW,02/20,380733148,24072536
NEWARK BM BW,03/20,423698613,27312493
NEWARK BM BW,04/20,425288572,29138148
NEWARK BM BW,05/20,438224027,31743653
NEWARK BM BW,06/20,414521010,32122784
NEWARK BM BW,07/20,436961439,35245620
NEWARK BM BW,08/20,384239978,33954583
NEWARK BM BW,09/20,394542659,35630047
NEWARK BM BW,10/20,433974923,40107134
NEWARK BM BW,11/20,443480528,41239241
NEWARK BM BW,12/20,372717719,35270720
NEWARK C,12/19,23873552,2555694
NEWARK C,01/20,197202270,21874608
NEWARK C,02/20,198499795,22410454
NEWARK C,03/20,234256166,26030745
NEWARK C,04/20,226587352,26059385
NEWARK C,05/20,221440245,26910142
NEWARK C,06/20,212809602,26929795
NEWARK C,07/20,219345536,28991493
NEWARK C,08/20,203940633,28806142
NEWARK C,09/20,202214150,30282200
NEWARK C,10/20,214917525,35313218
NEWARK C,11/20,213295549,37316571
NEWARK C,12/20,178956900,32824217
NEWARK HM HE,12/19,1772666,46066216
NEWARK HM HE,01/20,14002690,370458753
NEWARK HM HE,02/20,20322305,422149330
NEWARK HM HE,03/20,27537604,509508558
NEWARK HM HE,04/20,24223003,495115697
NEWARK HM HE,05/20,25059258,524857708
NEWARK HM HE,06/20,25002209,524431073
NEWARK HM HE,07/20,27301137,564391769
NEWARK HM HE,08/20,26574137,549372027
NEWARK HM HE,09/20,26701972,557093107
NEWARK HM HE,10/20,27840466,603952206
NEWARK HM HE,11/20,25441041,592494808
NEWARK HM HE,12/20,20600455,505345045
NEWARK HW BMEBE,12/19,18369878,28806779
NEWARK HW BMEBE,01/20,134672125,250613657
NEWARK HW BMEBE,02/20,119734796,225358285
NEWARK HW BMEBE,03/20,146561858,190300456
NEWARK HW BMEBE,04/20,145526552,189242841
NEWARK HW BMEBE,05/20,152103677,198057965
NEWARK HW BMEBE,06/20,129022528,194555719
NEWARK HW BMEBE,07/20,127175320,205854621
NEWARK HW BMEBE,08/20,120443923,211818397
NEWARK HW BMEBE,09/20,119921047,212665136
NEWARK HW BMEBE,10/20,128993875,227249718
NEWARK HW BMEBE,11/20,129681873,227746427
NEWARK HW BMEBE,12/20,111464562,194989766
NEWKIRK AV,12/19,1147689701,508948671
NEWKIRK AV,01/20,8912489742,3943307747
NEWKIRK AV,02/20,8317219286,3721624968
NEWKIRK AV,03/20,8977517914,3985511594
NEWKIRK AV,04/20,8794822841,3892173681
NEWKIRK AV,05/20,8998807437,4040346450
NEWKIRK AV,06/20,8647642193,3863927131
NEWKIRK AV,07/20,9276901547,3589013360
NEWKIRK AV,08/20,8923021455,3516853828
NEWKIRK AV,09/20,8646856281,3414069817
NEWKIRK AV,10/20,8949139299,3540027535
NEWKIRK AV,11/20,8674558330,3437953780
NEWKIRK AV,12/20,7286130798,2874108119
NEWKIRK PLAZA,12/19,1215892743,1096289563
NEWKIRK PLAZA,01/20,9450070395,8522044433
NEWKIRK PLAZA,02/20,8884955464,8014715941
NEWKIRK PLAZA,03/20,9537326814,8605487593
NEWKIRK PLAZA,04/20,9172600009,8277211547
NEWKIRK PLAZA,05/20,9556366976,8625542479
NEWKIRK PLAZA,06/20,9256848168,8356902946
NEWKIRK PLAZA,07/20,9560963156,8633331917
NEWKIRK PLAZA,08/20,9594806685,8667568427
NEWKIRK PLAZA,09/20,9302643662,8406933097
NEWKIRK PLAZA,10/20,9614865479,8691405020
NEWKIRK PLAZA,11/20,9341912583,8448713086
NEWKIRK PLAZA,12/20,7799327500,7056746914
NORTHERN BLVD,12/19,615109943,555438775
NORTHERN BLVD,01/20,4776568662,4305797110
NORTHERN BLVD,02/20,4540605656,4084623426
NORTHERN BLVD,03/20,4850055270,4382550517
NORTHERN BLVD,04/20,4711990071,4245437854
NORTHERN BLVD,05/20,4853670703,4380572093
NORTHERN BLVD,06/20,4695960611,4240984963
NORTHERN BLVD,07/20,4809410056,4330563479
NORTHERN BLVD,08/20,4897454243,4416190086
NORTHERN BLVD,09/20,4732772162,4275562877
NORTHERN BLVD,10/20,4903862888,4431569484
NORTHERN BLVD,11/20,4777544483,4312210758
NORTHERN BLVD,12/20,3970724712,3594008780
NORWOOD 205 ST,12/19,11957438015,7038866817
NORWOOD 205 ST,01/20,92676082693,54530815612
NORWOOD 205 ST,02/20,86751836291,51077949178
NORWOOD 205 ST,03/20,92759700663,54624139644
NORWOOD 205 ST,04/20,89428405917,52652572485
NORWOOD 205 ST,05/20,92787284920,54647689549
NORWOOD 205 ST,06/20,88708412092,52269035872
NORWOOD 205 ST,07/20,92819758280,54677638861
NORWOOD 205 ST,08/20,92835396229,54694516623
NORWOOD 205 ST,09/20,89779182919,52859029368
NORWOOD 205 ST,10/20,92433240253,54233306918
NORWOOD 205 ST,11/20,85654666137,50641268718
NORWOOD 205 ST,12/20,54370340571,33656653898
NORWOOD AV,12/19,320909388,348757216
NORWOOD AV,01/20,2484775904,2699362123
NORWOOD AV,02/20,2334178583,2537340386
NORWOOD AV,03/20,2889577901,3141695316
NORWOOD AV,04/20,2447047985,2661458660
NORWOOD AV,05/20,2531781380,2754903519
NORWOOD AV,06/20,2436825301,2654596955
NORWOOD AV,07/20,2520634897,2748470469
NORWOOD AV,08/20,3316800272,3621535444
NORWOOD AV,09/20,2468663086,2695760915
NORWOOD AV,10/20,2543703371,2779940635
NORWOOD AV,11/20,2481273686,2713948369
NORWOOD AV,12/20,2072318928,2268134207
NOSTRAND AV,12/19,971431273,923576190
NOSTRAND AV,01/20,7560217187,7196775708
NOSTRAND AV,02/20,7276287290,6834655323
NOSTRAND AV,03/20,7791776608,7337982923
NOSTRAND AV,04/20,7574679169,7173793576
NOSTRAND AV,05/20,8312513858,8011904606
NOSTRAND AV,06/20,7578710415,7210974774
NOSTRAND AV,07/20,7853396286,7484712538
NOSTRAND AV,08/20,7846410413,7463115360
NOSTRAND AV,09/20,7643790494,7314195754
NOSTRAND AV,10/20,8094121912,7886075378
NOSTRAND AV,11/20,7747324626,7424454292
NOSTRAND AV,12/20,6772599785,6406702628
OCEAN PKWY,12/19,458000746,374989708
OCEAN PKWY,01/20,3568661177,2919449338
OCEAN PKWY,02/20,3341157831,2726720937
OCEAN PKWY,03/20,3556720949,2898514092
OCEAN PKWY,04/20,3472092324,2827710499
OCEAN PKWY,05/20,3590360236,2924478501
OCEAN PKWY,06/20,3472903579,2829562410
OCEAN PKWY,07/20,3599815777,2933505754
OCEAN PKWY,08/20,3630600138,2955587743
OCEAN PKWY,09/20,3496868824,2848680611
OCEAN PKWY,10/20,3609301404,2942322425
OCEAN PKWY,11/20,3469504309,2840560291
OCEAN PKWY,12/20,2880269686,2357410714
ORCHARD BEACH,05/20,21283555,1368561
ORCHARD BEACH,06/20,89094600,5730424
ORCHARD BEACH,07/20,50488103,3264760
ORCHARD BEACH,08/20,92066838,5970529
ORCHARD BEACH,09/20,82167291,5334180
OZONE PK LEFFRT,12/19,718010797,655578151
OZONE PK LEFFRT,01/20,5716396896,5235395838
OZONE PK LEFFRT,02/20,5352042024,4899181739
OZONE PK LEFFRT,03/20,5699614512,5215727657
OZONE PK LEFFRT,04/20,5545518956,5073749974
OZONE PK LEFFRT,05/20,5768914165,5279211405
OZONE PK LEFFRT,06/20,5591875289,5118159900
OZONE PK LEFFRT,07/20,5790731902,5301361272
OZONE PK LEFFRT,08/20,5819029201,5327452056
OZONE PK LEFFRT,09/20,5631968269,5158840223
OZONE PK LEFFRT,10/20,5836814220,5347408388
OZONE PK LEFFRT,11/20,6031806124,5526443869
OZONE PK LEFFRT,12/20,4725406144,4334309490
PARK PLACE,12/19,563533956,585017750
PARK PLACE,01/20,4368486305,4535013151
PARK PLACE,02/20,4187058932,4335003817
PARK PLACE,03/20,4396822582,4563131921
PARK PLACE,04/20,4278794575,4439914782
PARK PLACE,05/20,4339022316,4504741803
PARK PLACE,06/20,3676877339,3827760058
PARK PLACE,07/20,3796183686,3953793963
PARK PLACE,08/20,3745216459,3907076939
PARK PLACE,09/20,4067010580,4272629464
PARK PLACE,10/20,4096574599,4285198454
PARK PLACE,11/20,3706982477,3866002134
PARK PLACE,12/20,3087070816,3221274629
PARKCHESTER,12/19,6390610946,7824379644
PARKCHESTER,01/20,49545589130,60677877082
PARKCHESTER,02/20,46221139239,55825245895
PARKCHESTER,03/20,49247030191,59193022220
PARKCHESTER,04/20,47439848442,57468084273
PARKCHESTER,05/20,49448914474,59502226257
PARKCHESTER,06/20,47870332792,57603843328
PARKCHESTER,07/20,55058267390,65847086440
PARKCHESTER,08/20,48319828782,56479181851
PARKCHESTER,09/20,46789314798,54709209124
PARKCHESTER,10/20,48622615846,56698933097
PARKCHESTER,11/20,47317090381,54806751752
PARKCHESTER,12/20,39014132668,45137692064
PARKSIDE AV,12/19,992926087,863940514
PARKSIDE AV,01/20,7712020137,6707383631
PARKSIDE AV,02/20,7241453777,6293291140
PARKSIDE AV,03/20,7805976529,6780289356
PARKSIDE AV,04/20,7521776886,6533796544
PARKSIDE AV,05/20,7845001116,6819977909
PARKSIDE AV,06/20,7533028403,6545746489
PARKSIDE AV,07/20,7793269480,6772803578
PARKSIDE AV,08/20,7845707170,6819327315
PARKSIDE AV,09/20,7521271152,6538390686
PARKSIDE AV,10/20,7744190846,6732953309
PARKSIDE AV,11/20,7587711649,6597962245
PARKSIDE AV,12/20,6331423051,5506587014
PARSONS BLVD,12/19,553843648,197165134
PARSONS BLVD,01/20,4309441672,1544922271
PARSONS BLVD,02/20,4041479403,1467095716
PARSONS BLVD,03/20,4345976498,1596221138
PARSONS BLVD,04/20,4200909404,1487996924
PARSONS BLVD,05/20,4333208858,1528645677
PARSONS BLVD,06/20,4225597190,1495935702
PARSONS BLVD,07/20,4377507879,1550778061
PARSONS BLVD,08/20,4434182920,1565256122
PARSONS BLVD,09/20,5837060022,2083543430
PARSONS BLVD,10/20,7931746035,2869817758
PARSONS BLVD,11/20,6312263435,2307046272
PARSONS BLVD,12/20,7369172851,2716972623
PATH NEW WTC,12/19,103168365,106825450
PATH NEW WTC,01/20,762592516,785313976
PATH NEW WTC,02/20,823156252,826289999
PATH NEW WTC,03/20,929516785,920027616
PATH NEW WTC,04/20,846624070,854455654
PATH NEW WTC,05/20,875550176,777697076
PATH NEW WTC,06/20,834002619,737619250
PATH NEW WTC,07/20,889281422,795833645
PATH NEW WTC,08/20,924443002,834991105
PATH NEW WTC,09/20,922268055,850975515
PATH NEW WTC,10/20,977358087,912943365
PATH NEW WTC,11/20,984639982,922945028
PATH NEW WTC,12/20,779641270,744832495
PATH WTC 2,12/19,6440572,30728679
PATH WTC 2,01/20,56611680,265112481
PATH WTC 2,02/20,65387178,298688050
PATH WTC 2,03/20,70660972,312495936
PATH WTC 2,04/20,69841268,302833365
PATH WTC 2,05/20,71332555,295851903
PATH WTC 2,06/20,71078880,282760947
PATH WTC 2,07/20,78536875,303656508
PATH WTC 2,08/20,55817818,170366470
PATH WTC 2,09/20,45345866,105596875
PATH WTC 2,10/20,49606555,114909186
PATH WTC 2,11/20,49656665,113601352
PATH WTC 2,12/20,41812016,94888026
PAVONIA/NEWPORT,12/19,71656185,63380010
PAVONIA/NEWPORT,01/20,584278277,526157866
PAVONIA/NEWPORT,02/20,594358324,536837508
PAVONIA/NEWPORT,03/20,605732012,554528375
PAVONIA/NEWPORT,04/20,541665583,501759053
PAVONIA/NEWPORT,05/20,292728662,306839100
PAVONIA/NEWPORT,06/20,553573172,538607063
PAVONIA/NEWPORT,07/20,270766787,500178769
PAVONIA/NEWPORT,08/20,280645268,512661973
PAVONIA/NEWPORT,09/20,278844876,501823202
PAVONIA/NEWPORT,10/20,236347201,470190372
PAVONIA/NEWPORT,11/20,243067265,473830425
PAVONIA/NEWPORT,12/20,210597257,403793771
PELHAM BAY PARK,12/19,4370959148,527164965
PELHAM BAY PARK,01/20,33891039469,4093599245
PELHAM BAY PARK,02/20,31656247719,3789571923
PELHAM BAY PARK,03/20,33739406326,4076701418
PELHAM BAY PARK,04/20,32658888586,3954354513
PELHAM BAY PARK,05/20,33574971489,4068818015
PELHAM BAY PARK,06/20,32850740340,3986859039
PELHAM BAY PARK,07/20,33955996549,4129600991
PELHAM BAY PARK,08/20,33785111241,4118334092
PELHAM BAY PARK,09/20,32883493916,4017156758
PELHAM BAY PARK,10/20,33993992223,4162938129
PELHAM BAY PARK,11/20,33094179304,4062517873
PELHAM BAY PARK,12/20,27435506961,3374336603
PELHAM PKWY,12/19,25945111438,7210632915
PELHAM PKWY,01/20,200544263443,55706768374
PELHAM PKWY,02/20,187484292639,52149367081
PELHAM PKWY,03/20,178651143349,55987861397
PELHAM PKWY,04/20,170461292696,54088296948
PELHAM PKWY,05/20,176152619009,55899426444
PELHAM PKWY,06/20,161085687150,54106566942
PELHAM PKWY,07/20,175404276643,56030797553
PELHAM PKWY,08/20,175972851618,55936698898
PELHAM PKWY,09/20,161025893377,52614828289
PELHAM PKWY,10/20,154429711121,55970624009
PELHAM PKWY,11/20,149364038212,54180910914
PELHAM PKWY,12/20,124959927532,45272016145
PENNSYLVANIA AV,12/19,176453823,68738942
PENNSYLVANIA AV,01/20,1403999523,546605861
PENNSYLVANIA AV,02/20,1363338382,534179866
PENNSYLVANIA AV,03/20,1436633687,566336969
PENNSYLVANIA AV,04/20,1413099359,558535724
PENNSYLVANIA AV,05/20,1465376619,580442262
PENNSYLVANIA AV,06/20,1424006853,565378744
PENNSYLVANIA AV,07/20,1510467274,601386990
PENNSYLVANIA AV,08/20,1486376250,593608200
PENNSYLVANIA AV,09/20,1446456765,579658689
PENNSYLVANIA AV,10/20,1504317099,604899589
PENNSYLVANIA AV,11/20,1448916109,584669575
PENNSYLVANIA AV,12/20,1227810095,496981886
PRESIDENT ST,12/19,406327588,458223358
PRESIDENT ST,01/20,3192366231,3600765465
PRESIDENT ST,02/20,2971618270,3352437338
PRESIDENT ST,03/20,3175490537,3583057056
PRESIDENT ST,04/20,3093700269,3491289830
PRESIDENT ST,05/20,3198749347,3610454292
PRESIDENT ST,06/20,3286435086,3738694328
PRESIDENT ST,07/20,1976850656,2703263896
PRESIDENT ST,08/20,1861144949,2545519642
PRESIDENT ST,09/20,1805509077,2469732757
PRESIDENT ST,10/20,1857330660,2540339220
PRESIDENT ST,11/20,1826658783,2498904481
PRESIDENT ST,12/20,1517771726,2076475105
PRINCE ST,12/19,1782677209,1156041230
PRINCE ST,01/20,13850566381,8994348150
PRINCE ST,02/20,13134929764,8515448799
PRINCE ST,03/20,14323872256,9217765068
PRINCE ST,04/20,13481205632,8805860809
PRINCE ST,05/20,13948480204,9085575645
PRINCE ST,06/20,13748768300,8891873525
PRINCE ST,07/20,14788247908,9406581967
PRINCE ST,08/20,14233020375,9230569219
PRINCE ST,09/20,13440817384,8765099621
PRINCE ST,10/20,13965497292,9051729960
PRINCE ST,11/20,13603383349,8826754196
PRINCE ST,12/20,11353868083,7368189332
PROSPECT AV,12/19,1457285568,906727353
PROSPECT AV,01/20,11288691008,7022449864
PROSPECT AV,02/20,10611728208,6591863653
PROSPECT AV,03/20,13537070807,7580020446
PROSPECT AV,04/20,23021266352,9844818314
PROSPECT AV,05/20,23849513752,10185198126
PROSPECT AV,06/20,23092809858,9868213143
PROSPECT AV,07/20,23810524658,10193085284
PROSPECT AV,08/20,23809408263,10198720372
PROSPECT AV,09/20,23138882709,9905064914
PROSPECT AV,10/20,23919215448,10250069509
PROSPECT AV,11/20,23111335963,9914363590
PROSPECT AV,12/20,19333940176,8295330400
PROSPECT PARK,12/19,38756478729,19881704223
PROSPECT PARK,01/20,297171876285,152464733779
PROSPECT PARK,02/20,281036969997,144172885579
PROSPECT PARK,03/20,297282074905,152534867175
PROSPECT PARK,04/20,290793353883,149191064232
PROSPECT PARK,05/20,298842454600,153224713064
PROSPECT PARK,06/20,294057550414,148482216240
PROSPECT PARK,07/20,298980498662,150983161006
PROSPECT PARK,08/20,300571680951,151787412013
PROSPECT PARK,09/20,290970096740,146943839303
PROSPECT PARK,10/20,299018763073,151014379094
PROSPECT PARK,11/20,291005868882,146974765378
PROSPECT PARK,12/20,241732707599,122169975855
QUEENS PLAZA,12/19,2400153462,1186037737
QUEENS PLAZA,01/20,18558618641,9191929405
QUEENS PLAZA,02/20,17265823017,8584668932
QUEENS PLAZA,03/20,18257810069,9104597879
QUEENS PLAZA,04/20,17681834393,8825845954
QUEENS PLAZA,05/20,18284182902,9132705406
QUEENS PLAZA,06/20,17692730644,8841002512
QUEENS PLAZA,07/20,17568541311,8560468465
QUEENS PLAZA,08/20,20451973087,10014522293
QUEENS PLAZA,09/20,26220111537,12670647305
QUEENS PLAZA,10/20,24479548431,13050983499
QUEENS PLAZA,11/20,17205794760,8495038038
QUEENS PLAZA,12/20,15721876336,8020152959
QUEENSBORO PLZ,12/19,852451532,256968069
QUEENSBORO PLZ,01/20,6167535350,1859777056
QUEENSBORO PLZ,02/20,5877097677,1773135440
QUEENSBORO PLZ,03/20,6243712323,1885065951
QUEENSBORO PLZ,04/20,6123031414,1849607300
QUEENSBORO PLZ,05/20,7179449906,2170084155
QUEENSBORO PLZ,06/20,6172499107,1867415342
QUEENSBORO PLZ,07/20,6322070339,1915152912
QUEENSBORO PLZ,08/20,6338367611,1922867286
QUEENSBORO PLZ,09/20,6151762488,1869082472
QUEENSBORO PLZ,10/20,6378463917,1940986386
QUEENSBORO PLZ,11/20,6228673426,1898417432
QUEENSBORO PLZ,12/20,5173774548,1579078339
RALPH AV,12/19,683030517,489162422
RALPH AV,01/20,5309093296,3799679451
RALPH AV,02/20,4992974847,3568894355
RALPH AV,03/20,5333687076,3808178933
RALPH AV,04/20,5197677725,3711310268
RALPH AV,05/20,5375769116,3839291277
RALPH AV,06/20,5208069454,3720380889
RALPH AV,07/20,5389337725,3850707501
RALPH AV,08/20,5503968538,3932941606
RALPH AV,09/20,5221227965,3733405691
RALPH AV,10/20,5418224447,3873376187
RALPH AV,11/20,5254005036,3756377458
RALPH AV,12/20,4385698182,3135915342
RECTOR ST,12/19,4538645393,1552966358
RECTOR ST,01/20,35211021506,12055580976
RECTOR ST,02/20,33114723766,11357933678
RECTOR ST,03/20,34809471848,12012160616
RECTOR ST,04/20,33915102062,11640459794
RECTOR ST,05/20,35139214856,12106866258
RECTOR ST,06/20,33389542396,11617228370
RECTOR ST,07/20,35126608450,12084657083
RECTOR ST,08/20,35115019303,12089147573
RECTOR ST,09/20,34038105153,11726210572
RECTOR ST,10/20,35174498779,12137287961
RECTOR ST,11/20,34261256024,11821616364
RECTOR ST,12/20,28443568720,9801256390
RIT-MANHATTAN,12/19,25691624,436382
RIT-MANHATTAN,01/20,209349615,3537661
RIT-MANHATTAN,02/20,211333882,3511919
RIT-MANHATTAN,03/20,240103639,3944918
RIT-MANHATTAN,04/20,210053528,3626890
RIT-MANHATTAN,05/20,199394253,3577644
RIT-MANHATTAN,06/20,206859101,3554737
RIT-MANHATTAN,07/20,220816476,3831509
RIT-MANHATTAN,08/20,228355107,4057233
RIT-MANHATTAN,09/20,230719697,4324885
RIT-MANHATTAN,10/20,244193423,4728751
RIT-MANHATTAN,11/20,244823616,4836922
RIT-MANHATTAN,12/20,208989331,4173771
RIT-ROOSEVELT,12/19,200223922,12325768
RIT-ROOSEVELT,01/20,1441987266,88376532
RIT-ROOSEVELT,02/20,1362753517,82985529
RIT-ROOSEVELT,03/20,1471693045,89102326
RIT-ROOSEVELT,04/20,1428262918,86565136
RIT-ROOSEVELT,05/20,1486817054,90269562
RIT-ROOSEVELT,06/20,1436062280,87178577
RIT-ROOSEVELT,07/20,1522169833,92224228
RIT-ROOSEVELT,08/20,1498399167,90585801
RIT-ROOSEVELT,09/20,1457945596,87976893
RIT-ROOSEVELT,10/20,1514854166,91186645
RIT-ROOSEVELT,11/20,1464913792,87999263
RIT-ROOSEVELT,12/20,1232459863,73916148
ROCKAWAY AV,12/19,419782476,301429560
ROCKAWAY AV,01/20,3341650266,2381603283
ROCKAWAY AV,02/20,3090490371,2161289519
ROCKAWAY AV,03/20,3319164631,2320111830
ROCKAWAY AV,04/20,3274034440,2310226860
ROCKAWAY AV,05/20,3372564370,2370411968
ROCKAWAY AV,06/20,3324283741,2342714368
ROCKAWAY AV,07/20,3378589961,2398315920
ROCKAWAY AV,08/20,3382920499,2422418671
ROCKAWAY AV,09/20,3212562620,2309781858
ROCKAWAY AV,10/20,3929209415,2807507782
ROCKAWAY AV,11/20,3367118616,2415947110
ROCKAWAY AV,12/20,2816817522,2029805042
ROCKAWAY BLVD,12/19,3745833303,331565583
ROCKAWAY BLVD,01/20,29033014970,2563346470
ROCKAWAY BLVD,02/20,27205695884,2418311102
ROCKAWAY BLVD,03/20,29263604670,2615559844
ROCKAWAY BLVD,04/20,28183921440,2513792594
ROCKAWAY BLVD,05/20,29369371687,2594388492
ROCKAWAY BLVD,06/20,28355194086,2532470448
ROCKAWAY BLVD,07/20,29149897706,2606193976
ROCKAWAY BLVD,08/20,29025294679,2611158970
ROCKAWAY BLVD,09/20,28234717186,2536753250
ROCKAWAY BLVD,10/20,29193542793,2629797475
ROCKAWAY BLVD,11/20,28420619016,2777807767
ROCKAWAY BLVD,12/20,23567885373,2128750177
ROCKAWAY PARK B,12/19,2545763722,287465354
ROCKAWAY PARK B,01/20,19731325885,2229881501
ROCKAWAY PARK B,02/20,18461147210,2089416231
ROCKAWAY PARK B,03/20,19737189135,2236983253
ROCKAWAY PARK B,04/20,19000972814,2166568739
ROCKAWAY PARK B,05/20,19845282484,2252305353
ROCKAWAY PARK B,06/20,19103569637,2169870322
ROCKAWAY PARK B,07/20,19636479175,2233095341
ROCKAWAY PARK B,08/20,19745384589,2248538507
ROCKAWAY PARK B,09/20,19004550461,2166797513
ROCKAWAY PARK B,10/20,19743322317,2241275385
ROCKAWAY PARK B,11/20,19113799809,2183583584
ROCKAWAY PARK B,12/20,15928900824,1820901977
ROOSEVELT ISLND,12/19,401983798,350174037
ROOSEVELT ISLND,01/20,3133396242,2730066005
ROOSEVELT ISLND,02/20,2979800758,2596546124
ROOSEVELT ISLND,03/20,3178507922,2771027669
ROOSEVELT ISLND,04/20,3116097646,2717346902
ROOSEVELT ISLND,05/20,3205653914,2796248021
ROOSEVELT ISLND,06/20,3106908243,2711101771
ROOSEVELT ISLND,07/20,3216883028,2806710390
ROOSEVELT ISLND,08/20,3245595310,2835118484
ROOSEVELT ISLND,09/20,3135300255,2740980771
ROOSEVELT ISLND,10/20,3252290148,2845891297
ROOSEVELT ISLND,11/20,3176859612,2782556955
ROOSEVELT ISLND,12/20,2640854284,2315088781
SARATOGA AV,12/19,2156118665,904287710
SARATOGA AV,01/20,16723124019,7022605600
SARATOGA AV,02/20,15666709994,6594176236
SARATOGA AV,03/20,16769328479,7073351682
SARATOGA AV,04/20,16237111589,6855543109
SARATOGA AV,05/20,16787384753,7092761381
SARATOGA AV,06/20,16159827226,6833789937
SARATOGA AV,07/20,16601341245,7042011567
SARATOGA AV,08/20,16482523748,7027346298
SARATOGA AV,09/20,15954834808,6809364611
SARATOGA AV,10/20,16509553458,7056528196
SARATOGA AV,11/20,16076976244,6880512395
SARATOGA AV,12/20,13331307594,5702441001
SENECA AVE,12/19,192832352,206274000
SENECA AVE,01/20,1504388275,1608743417
SENECA AVE,02/20,1424501293,1522525823
SENECA AVE,03/20,1555543384,1662089947
SENECA AVE,04/20,1493527774,1595878782
SENECA AVE,05/20,1545288804,1651349973
SENECA AVE,06/20,1498409737,1601410265
SENECA AVE,07/20,1552819502,1659563193
SENECA AVE,08/20,1554071698,1661152059
SENECA AVE,09/20,1647937962,1761568019
SENECA AVE,10/20,1564979936,1672267609
SENECA AVE,11/20,1525322901,1631037148
SENECA AVE,12/20,1275055606,1363810595
SHEEPSHEAD BAY,12/19,1165962964,1142273290
SHEEPSHEAD BAY,01/20,9298972398,9052107180
SHEEPSHEAD BAY,02/20,8980720139,8317106296
SHEEPSHEAD BAY,03/20,9458259353,8756428248
SHEEPSHEAD BAY,04/20,9206092986,8528168509
SHEEPSHEAD BAY,05/20,9520614551,8821093248
SHEEPSHEAD BAY,06/20,9321324786,8643230804
SHEEPSHEAD BAY,07/20,9646386008,8948010203
SHEEPSHEAD BAY,08/20,9618632938,8923925685
