STATION,DATE,ENTRIES,EXITS
47-50 Sts - Rockefeller Ctr,04/20,42117.0,54963.0
47-50 Sts - Rockefeller Ctr,05/20,60620.0,79631.0
47-50 Sts - Rockefeller Ctr,06/20,147531.0,178694.0
47-50 Sts - Rockefeller Ctr,07/20,234460.0,283993.0
47-50 Sts - Rockefeller Ctr,08/20,251364.0,312669.0
47-50 Sts - Rockefeller Ctr,09/20,284639.0,358927.0
47-50 Sts - Rockefeller Ctr,10/20,324618.0,402338.0
47-50 Sts - Rockefeller Ctr,11/20,300128.0,377015.0
47-50 Sts - Rockefeller Ctr,12/20,301163.0,387164.0
47-50 Sts - Rockefeller Ctr,01/19,1474986.0,1517809.0
47-50 Sts - Rockefeller Ctr,02/19,1313510.0,1362045.0
47-50 Sts - Rockefeller Ctr,03/19,1511842.0,1551628.0
47-50 Sts - Rockefeller Ctr,04/19,1504797.0,1584506.0
47-50 Sts - Rockefeller Ctr,05/19,1598714.0,1633641.0
47-50 Sts - Rockefeller Ctr,06/19,1497829.0,1551186.0
47-50 Sts - Rockefeller Ctr,07/19,1516418.0,1581102.0
47-50 Sts - Rockefeller Ctr,08/19,1524279.0,1572892.0
47-50 Sts - Rockefeller Ctr,09/19,1471727.0,1509097.0
47-50 Sts - Rockefeller Ctr,10/19,1701993.0,1742541.0
47-50 Sts - Rockefeller Ctr,11/19,1557469.0,1601293.0
47-50 Sts - Rockefeller Ctr,12/19,1999092.0,1979828.0
49 St,01/20,565489.0,462865.0
49 St,02/20,514628.0,417351.0
49 St,03/20,263443.0,230861.0
49 St,04/20,17037.0,23820.0
49 St,05/20,23931.0,32864.0
49 St,06/20,40024.0,51324.0
49 St,07/20,61412.0,79620.0
49 St,08/20,69438.0,92195.0
49 St,09/20,85451.0,109653.0
49 St,10/20,101890.0,129556.0
49 St,11/20,89576.0,115253.0
49 St,12/20,75061.0,103870.0
5 Av,01/19,1305737.0,1229306.0
5 Av,02/19,1210661.0,1148739.0
5 Av,03/19,1395568.0,1324522.0
5 Av,04/19,1402367.0,1332619.0
5 Av,05/19,1468320.0,1365728.0
5 Av,06/19,1427773.0,1332767.0
5 Av,07/19,1490528.0,1422887.0
5 Av,08/19,1495227.0,1422011.0
5 Av,09/19,1438972.0,1368836.0
5 Av,10/19,1588261.0,1518091.0
5 Av,11/19,1465230.0,1412204.0
5 Av,12/19,1553235.0,1468712.0
5 Av/53 St,01/20,631601.0,728866.0
5 Av/53 St,02/20,538068.0,610011.0
5 Av/53 St,03/20,249882.0,292154.0
5 Av/53 St,04/20,9776.0,14604.0
5 Av/53 St,05/20,14492.0,20983.0
5 Av/53 St,06/20,44389.0,57112.0
5 Av/53 St,07/20,81125.0,101050.0
5 Av/53 St,08/20,84171.0,113457.0
5 Av/53 St,09/20,95596.0,133273.0
5 Av/53 St,10/20,103360.0,143074.0
5 Av/53 St,11/20,93255.0,131030.0
5 Av/53 St,12/20,89255.0,126288.0
5 Av/53 St,01/19,657225.0,717590.0
5 Av/53 St,02/19,578538.0,630802.0
5 Av/53 St,03/19,625333.0,699714.0
5 Av/53 St,04/19,650670.0,722791.0
5 Av/53 St,05/19,682853.0,741805.0
5 Av/53 St,06/19,634074.0,703825.0
5 Av/53 St,07/19,617980.0,692908.0
5 Av/53 St,08/19,620608.0,682284.0
5 Av/53 St,09/19,590278.0,663008.0
5 Av/53 St,10/19,691448.0,767389.0
5 Av/53 St,11/19,645972.0,703576.0
5 Av/53 St,12/19,722418.0,805294.0
5 Av/59 St,01/20,391210.0,294132.0
5 Av/59 St,02/20,349659.0,264915.0
5 Av/59 St,03/20,175967.0,135722.0
5 Av/59 St,04/20,11682.0,9945.0
5 Av/59 St,05/20,20970.0,17219.0
5 Av/59 St,06/20,50165.0,42490.0
5 Av/59 St,07/20,77806.0,72199.0
5 Av/59 St,08/20,87152.0,82648.0
5 Av/59 St,09/20,104857.0,96636.0
5 Av/59 St,10/20,119434.0,109775.0
5 Av/59 St,11/20,108257.0,101010.0
5 Av/59 St,12/20,88497.0,84288.0
5 Av/59 St,01/19,1022606.0,845108.0
5 Av/59 St,02/19,885618.0,713880.0
5 Av/59 St,03/19,1007885.0,811503.0
5 Av/59 St,04/19,1095904.0,839441.0
5 Av/59 St,05/19,1084081.0,823655.0
5 Av/59 St,06/19,1063286.0,801072.0
5 Av/59 St,07/19,1069387.0,818523.0
5 Av/59 St,08/19,1042430.0,818645.0
5 Av/59 St,09/19,986476.0,766117.0
5 Av/59 St,10/19,1031765.0,822901.0
5 Av/59 St,11/19,1018704.0,806297.0
5 Av/59 St,12/19,1143928.0,890938.0
50 St,01/20,1258411.0,1055544.0
50 St,02/20,1144460.0,1007628.0
50 St,03/20,576380.0,519202.0
50 St,04/20,64061.0,73939.0
50 St,05/20,81434.0,90182.0
50 St,06/20,132460.0,143719.0
50 St,07/20,169199.0,183899.0
50 St,08/20,186639.0,209285.0
50 St,09/20,221044.0,240907.0
50 St,10/20,237740.0,266793.0
50 St,11/20,220758.0,246488.0
50 St,12/20,177438.0,205870.0
50 St,01/19,1281848.0,1101507.0
50 St,02/19,1200425.0,1008846.0
50 St,03/19,1364466.0,1111033.0
50 St,04/19,1386673.0,1105054.0
50 St,05/19,1434159.0,1128711.0
50 St,06/19,1365629.0,1090854.0
50 St,07/19,1322508.0,1074890.0
50 St,08/19,1267310.0,999700.0
50 St,09/19,1271035.0,1043219.0
50 St,10/19,1473709.0,1199557.0
50 St,11/19,1361784.0,1118825.0
50 St,12/19,1420292.0,1176432.0
51 St,01/20,510171.0,588402.0
51 St,02/20,464763.0,541927.0
51 St,03/20,221086.0,271408.0
51 St,04/20,19466.0,33638.0
51 St,05/20,24478.0,38017.0
51 St,06/20,39577.0,61942.0
51 St,07/20,55966.0,88902.0
51 St,08/20,56559.0,93372.0
51 St,09/20,74660.0,115985.0
51 St,10/20,92356.0,139778.0
51 St,11/20,80609.0,122680.0
51 St,12/20,68844.0,106691.0
51 St,01/19,509498.0,557614.0
51 St,02/19,466265.0,508830.0
51 St,03/19,536631.0,588096.0
51 St,04/19,553955.0,608588.0
51 St,05/19,545589.0,598080.0
51 St,06/19,535553.0,585853.0
51 St,07/19,533815.0,602229.0
51 St,08/19,527450.0,588929.0
51 St,09/19,525021.0,576528.0
51 St,10/19,591656.0,646688.0
51 St,11/19,519473.0,564851.0
51 St,12/19,562576.0,613875.0
52 St,01/20,159110.0,153187.0
52 St,02/20,156038.0,148145.0
52 St,03/20,92453.0,88815.0
52 St,04/20,13862.0,15379.0
52 St,05/20,20563.0,22016.0
52 St,06/20,33289.0,32802.0
52 St,07/20,46831.0,54179.0
52 St,08/20,52287.0,62827.0
52 St,09/20,61098.0,69224.0
52 St,10/20,66234.0,77288.0
52 St,11/20,61327.0,72186.0
52 St,12/20,50217.0,57920.0
52 St,01/19,112655.0,105895.0
52 St,02/19,140265.0,136365.0
52 St,03/19,153550.0,151345.0
52 St,04/19,160431.0,159898.0
52 St,05/19,174094.0,167675.0
52 St,06/19,163839.0,156987.0
52 St,07/19,156755.0,163842.0
52 St,08/19,160838.0,157087.0
52 St,09/19,173469.0,170184.0
52 St,10/19,183734.0,173509.0
52 St,11/19,164513.0,153756.0
52 St,12/19,159592.0,149907.0
53 St,01/20,234728.0,242143.0
53 St,02/20,228204.0,236606.0
53 St,03/20,148341.0,157157.0
53 St,04/20,35276.0,44919.0
53 St,05/20,46239.0,60747.0
53 St,06/20,65712.0,86466.0
53 St,07/20,85342.0,109068.0
53 St,08/20,93530.0,118502.0
53 St,09/20,110392.0,134350.0
53 St,10/20,111872.0,129972.0
53 St,11/20,104542.0,126699.0
53 St,12/20,85165.0,104198.0
53 St,01/19,230072.0,247093.0
53 St,02/19,217963.0,233691.0
53 St,03/19,246995.0,267349.0
53 St,04/19,244978.0,261023.0
53 St,05/19,258959.0,274364.0
53 St,06/19,243371.0,261149.0
53 St,07/19,238640.0,252045.0
53 St,08/19,217167.0,215407.0
53 St,09/19,229127.0,227959.0
53 St,10/19,244587.0,249228.0
53 St,11/19,222750.0,217606.0
53 St,12/19,215374.0,222227.0
55 St,01/20,53858.0,25104.0
55 St,02/20,49404.0,23106.0
55 St,03/20,34634.0,16037.0
55 St,04/20,9948.0,5092.0
55 St,05/20,14528.0,7796.0
55 St,06/20,20476.0,10693.0
55 St,07/20,21785.0,11453.0
55 St,08/20,23191.0,12949.0
55 St,09/20,28353.0,14830.0
55 St,10/20,27840.0,14651.0
55 St,11/20,28638.0,14571.0
55 St,12/20,23430.0,11933.0
55 St,01/19,57735.0,24781.0
55 St,02/19,53198.0,23415.0
55 St,03/19,60053.0,25954.0
55 St,04/19,57678.0,26570.0
55 St,05/19,62713.0,27739.0
55 St,06/19,51177.0,24715.0
55 St,07/19,49301.0,24527.0
55 St,08/19,47492.0,24050.0
55 St,09/19,53070.0,24882.0
55 St,10/19,49435.0,23764.0
55 St,11/19,53272.0,24357.0
55 St,12/19,53523.0,24799.0
57 St,01/20,385461.0,391054.0
57 St,02/20,387437.0,403028.0
57 St,03/20,176752.0,182085.0
57 St,04/20,13088.0,16370.0
57 St,05/20,19808.0,22624.0
57 St,06/20,39072.0,41835.0
57 St,07/20,62605.0,69923.0
57 St,08/20,64542.0,72843.0
57 St,09/20,76025.0,91214.0
57 St,10/20,87853.0,105486.0
57 St,11/20,71490.0,94296.0
57 St,12/20,60787.0,73686.0
57 St,01/19,267160.0,272172.0
57 St,02/19,294415.0,296974.0
57 St,03/19,361800.0,354145.0
57 St,04/19,329356.0,347320.0
57 St,05/19,401592.0,396766.0
57 St,06/19,398375.0,396400.0
57 St,07/19,393977.0,391314.0
57 St,08/19,368995.0,367059.0
57 St,09/19,383440.0,376010.0
57 St,10/19,482750.0,479069.0
57 St,11/19,434374.0,445183.0
57 St,12/19,446489.0,440761.0
57 St - 7 Av,01/20,915859.0,660450.0
57 St - 7 Av,02/20,850338.0,616926.0
57 St - 7 Av,03/20,426150.0,325424.0
57 St - 7 Av,04/20,46577.0,44408.0
57 St - 7 Av,05/20,63312.0,62885.0
57 St - 7 Av,06/20,102871.0,89093.0
57 St - 7 Av,07/20,139043.0,120383.0
57 St - 7 Av,08/20,145748.0,136752.0
57 St - 7 Av,09/20,172579.0,159825.0
57 St - 7 Av,10/20,200406.0,188261.0
57 St - 7 Av,11/20,180520.0,172153.0
57 St - 7 Av,12/20,142705.0,136420.0
57 St - 7 Av,01/19,921463.0,651150.0
57 St - 7 Av,02/19,845449.0,635072.0
57 St - 7 Av,03/19,969462.0,730797.0
57 St - 7 Av,04/19,979442.0,736074.0
57 St - 7 Av,05/19,970267.0,740646.0
57 St - 7 Av,06/19,917316.0,700007.0
57 St - 7 Av,07/19,872048.0,668562.0
57 St - 7 Av,08/19,886641.0,689802.0
57 St - 7 Av,09/19,917667.0,702034.0
57 St - 7 Av,10/19,963727.0,753306.0
57 St - 7 Av,11/19,923721.0,714333.0
57 St - 7 Av,12/19,917933.0,660600.0
59 St,01/20,2645831.0,2546549.0
59 St,02/20,2343648.0,2280948.0
59 St,03/20,1280904.0,1253447.0
59 St,04/20,176835.0,196634.0
59 St,05/20,218919.0,251342.0
59 St,06/20,390746.0,429952.0
59 St,07/20,566042.0,615156.0
59 St,08/20,591001.0,660058.0
59 St,09/20,708056.0,777257.0
59 St,10/20,796271.0,888170.0
59 St,11/20,724847.0,823417.0
59 St,12/20,608708.0,709096.0
59 St,01/19,311411.0,140117.0
59 St,02/19,280013.0,128121.0
59 St,03/19,308170.0,144481.0
59 St,04/19,307513.0,140163.0
59 St,05/19,312693.0,171385.0
59 St,06/19,292038.0,165328.0
59 St,07/19,294805.0,168958.0
59 St,08/19,319308.0,170188.0
59 St,09/19,112232.0,93889.0
59 St,10/19,327186.0,200015.0
59 St,11/19,325436.0,193456.0
59 St,12/19,306621.0,190323.0
59 St - Columbus Circle,01/20,1754487.0,1494997.0
59 St - Columbus Circle,02/20,1704941.0,1464745.0
59 St - Columbus Circle,03/20,866041.0,755032.0
59 St - Columbus Circle,04/20,118081.0,111143.0
59 St - Columbus Circle,05/20,148402.0,145048.0
59 St - Columbus Circle,06/20,232567.0,223625.0
59 St - Columbus Circle,07/20,307484.0,296420.0
59 St - Columbus Circle,08/20,334172.0,332059.0
59 St - Columbus Circle,09/20,408226.0,395972.0
59 St - Columbus Circle,10/20,464774.0,458260.0
59 St - Columbus Circle,11/20,423156.0,430075.0
59 St - Columbus Circle,12/20,342835.0,350430.0
59 St - Columbus Circle,01/19,1775557.0,1434087.0
59 St - Columbus Circle,02/19,1755451.0,1423758.0
59 St - Columbus Circle,03/19,2011872.0,1608017.0
59 St - Columbus Circle,04/19,2031654.0,1669778.0
59 St - Columbus Circle,05/19,2044918.0,1646971.0
59 St - Columbus Circle,06/19,1868986.0,1552495.0
59 St - Columbus Circle,07/19,1796766.0,1532463.0
59 St - Columbus Circle,08/19,1784538.0,1536657.0
59 St - Columbus Circle,09/19,1977310.0,1668098.0
59 St - Columbus Circle,10/19,2199997.0,1815254.0
59 St - Columbus Circle,11/19,2005789.0,1665739.0
59 St - Columbus Circle,12/19,1947483.0,1617766.0
6 Av,01/20,1160271.0,934652.0
6 Av,02/20,1127981.0,945172.0
6 Av,03/20,574211.0,492288.0
6 Av,04/20,63894.0,74875.0
6 Av,05/20,82200.0,93316.0
6 Av,06/20,143921.0,146843.0
6 Av,07/20,206209.0,210196.0
6 Av,08/20,235415.0,244259.0
6 Av,09/20,288994.0,288623.0
6 Av,10/20,329274.0,337076.0
6 Av,11/20,289933.0,307442.0
6 Av,12/20,229480.0,247777.0
6 Av,01/19,1152203.0,860079.0
6 Av,02/19,1140578.0,862278.0
6 Av,03/19,1302245.0,992731.0
6 Av,04/19,1264025.0,971789.0
6 Av,05/19,1317110.0,1018836.0
6 Av,06/19,1270242.0,978490.0
6 Av,07/19,1172895.0,922260.0
6 Av,08/19,1112001.0,896179.0
6 Av,09/19,1261060.0,985890.0
6 Av,10/19,1399032.0,1106253.0
6 Av,11/19,1261370.0,1008163.0
6 Av,12/19,1183469.0,960050.0
62 St,01/20,134477.0,103203.0
62 St,02/20,123549.0,94297.0
62 St,03/20,76694.0,59542.0
62 St,04/20,14775.0,13823.0
62 St,05/20,21832.0,20983.0
62 St,06/20,33891.0,31497.0
62 St,07/20,43137.0,39674.0
62 St,08/20,45638.0,41187.0
62 St,09/20,55028.0,48358.0
62 St,10/20,58219.0,49893.0
62 St,11/20,59661.0,58255.0
62 St,12/20,47651.0,45680.0
62 St,01/19,122515.0,40966.0
62 St,02/19,115461.0,35000.0
62 St,03/19,125996.0,54209.0
62 St,04/19,128290.0,55558.0
62 St,05/19,131301.0,58624.0
62 St,06/19,122098.0,57761.0
62 St,07/19,111829.0,79082.0
62 St,08/19,123838.0,95949.0
62 St,09/19,128571.0,103839.0
62 St,10/19,139734.0,113160.0
62 St,11/19,132163.0,97872.0
62 St,12/19,136495.0,100959.0
63 Dr - Rego Park,01/20,387903.0,145377.0
63 Dr - Rego Park,02/20,370109.0,144711.0
63 Dr - Rego Park,03/20,220978.0,96550.0
63 Dr - Rego Park,04/20,33186.0,18089.0
63 Dr - Rego Park,05/20,44873.0,23218.0
63 Dr - Rego Park,06/20,76352.0,37914.0
63 Dr - Rego Park,07/20,112603.0,53244.0
63 Dr - Rego Park,08/20,117104.0,60663.0
63 Dr - Rego Park,09/20,142450.0,72085.0
63 Dr - Rego Park,10/20,144728.0,75793.0
63 Dr - Rego Park,11/20,142173.0,71455.0
63 Dr - Rego Park,12/20,119060.0,64528.0
63 Dr - Rego Park,01/19,392748.0,143053.0
63 Dr - Rego Park,02/19,357385.0,138071.0
63 Dr - Rego Park,03/19,411830.0,160163.0
63 Dr - Rego Park,04/19,410722.0,152486.0
63 Dr - Rego Park,05/19,424320.0,157753.0
63 Dr - Rego Park,06/19,390190.0,150634.0
63 Dr - Rego Park,07/19,397278.0,159857.0
63 Dr - Rego Park,08/19,386966.0,157325.0
63 Dr - Rego Park,09/19,400488.0,156828.0
63 Dr - Rego Park,10/19,433062.0,176137.0
63 Dr - Rego Park,11/19,391768.0,162694.0
63 Dr - Rego Park,12/19,402677.0,162606.0
65 St,01/20,88875.0,63038.0
65 St,02/20,85129.0,63992.0
65 St,03/20,52046.0,40268.0
65 St,04/20,8320.0,9660.0
65 St,05/20,12834.0,12735.0
65 St,06/20,20140.0,18083.0
65 St,07/20,27295.0,23688.0
65 St,08/20,28822.0,26161.0
65 St,09/20,33218.0,31320.0
65 St,10/20,36047.0,32651.0
65 St,11/20,34849.0,33678.0
65 St,12/20,26693.0,25112.0
65 St,01/19,97789.0,73725.0
65 St,02/19,85326.0,63037.0
65 St,03/19,99262.0,75999.0
65 St,04/19,98496.0,72346.0
65 St,05/19,92511.0,63104.0
65 St,06/19,89214.0,64968.0
65 St,07/19,92412.0,69532.0
65 St,08/19,87552.0,63007.0
65 St,09/19,87187.0,62743.0
65 St,10/19,98823.0,72405.0
65 St,11/19,86816.0,61949.0
65 St,12/19,91489.0,70491.0
66 St - Lincoln Center,01/20,590181.0,585929.0
66 St - Lincoln Center,02/20,545675.0,557485.0
66 St - Lincoln Center,03/20,251944.0,269732.0
66 St - Lincoln Center,04/20,18373.0,27949.0
66 St - Lincoln Center,05/20,22086.0,32815.0
66 St - Lincoln Center,06/20,42157.0,56766.0
66 St - Lincoln Center,07/20,67400.0,88011.0
66 St - Lincoln Center,08/20,77600.0,103687.0
66 St - Lincoln Center,09/20,97276.0,127878.0
66 St - Lincoln Center,10/20,112645.0,147567.0
66 St - Lincoln Center,11/20,99892.0,135274.0
66 St - Lincoln Center,12/20,77288.0,102277.0
66 St - Lincoln Center,01/19,617487.0,584120.0
66 St - Lincoln Center,02/19,569395.0,528582.0
66 St - Lincoln Center,03/19,623658.0,565390.0
66 St - Lincoln Center,04/19,622289.0,571776.0
66 St - Lincoln Center,05/19,629718.0,583003.0
66 St - Lincoln Center,06/19,568608.0,526442.0
66 St - Lincoln Center,07/19,510162.0,482095.0
66 St - Lincoln Center,08/19,446934.0,427093.0
66 St - Lincoln Center,09/19,556757.0,546755.0
66 St - Lincoln Center,10/19,663093.0,599536.0
66 St - Lincoln Center,11/19,641281.0,585393.0
66 St - Lincoln Center,12/19,633869.0,596825.0
67 Av,01/20,221794.0,109730.0
67 Av,02/20,211527.0,106552.0
67 Av,03/20,121773.0,63761.0
67 Av,04/20,16984.0,11643.0
67 Av,05/20,21959.0,14403.0
67 Av,06/20,36639.0,22200.0
67 Av,07/20,52554.0,29761.0
67 Av,08/20,56795.0,33392.0
67 Av,09/20,68116.0,39559.0
67 Av,10/20,72730.0,42028.0
67 Av,11/20,68224.0,40742.0
67 Av,12/20,56461.0,34748.0
67 Av,01/19,224855.0,110257.0
67 Av,02/19,202695.0,101536.0
67 Av,03/19,236058.0,119479.0
67 Av,04/19,230330.0,115046.0
67 Av,05/19,238868.0,119181.0
67 Av,06/19,214280.0,107138.0
67 Av,07/19,214612.0,107980.0
67 Av,08/19,206162.0,102211.0
67 Av,09/19,225742.0,113399.0
67 Av,10/19,243694.0,122874.0
67 Av,11/19,217532.0,109507.0
67 Av,12/19,217963.0,107649.0
68 St - Hunter College,01/20,514182.0,454496.0
68 St - Hunter College,02/20,561300.0,479622.0
68 St - Hunter College,03/20,294772.0,279604.0
68 St - Hunter College,04/20,45679.0,57866.0
68 St - Hunter College,05/20,50416.0,66729.0
68 St - Hunter College,06/20,87820.0,112367.0
68 St - Hunter College,07/20,117719.0,151076.0
68 St - Hunter College,08/20,120205.0,154331.0
68 St - Hunter College,09/20,149261.0,181039.0
68 St - Hunter College,10/20,171035.0,208741.0
68 St - Hunter College,11/20,150142.0,185475.0
68 St - Hunter College,12/20,124065.0,153152.0
68 St - Hunter College,01/19,502813.0,444761.0
68 St - Hunter College,02/19,550335.0,488342.0
68 St - Hunter College,03/19,607526.0,528194.0
68 St - Hunter College,04/19,587584.0,491875.0
68 St - Hunter College,05/19,591981.0,492289.0
68 St - Hunter College,06/19,492660.0,409588.0
68 St - Hunter College,07/19,456745.0,400585.0
68 St - Hunter College,08/19,481851.0,426888.0
68 St - Hunter College,09/19,634639.0,534660.0
68 St - Hunter College,10/19,676839.0,565207.0
68 St - Hunter College,11/19,609982.0,510831.0
68 St - Hunter College,12/19,542676.0,466463.0
69 St,01/20,131506.0,141015.0
69 St,02/20,126142.0,134740.0
69 St,03/20,79906.0,86320.0
69 St,04/20,12465.0,16332.0
69 St,05/20,20114.0,27025.0
69 St,06/20,31699.0,40505.0
69 St,07/20,43000.0,55699.0
69 St,08/20,48285.0,64245.0
69 St,09/20,56416.0,71216.0
69 St,10/20,59844.0,76623.0
69 St,11/20,58504.0,76002.0
69 St,12/20,48851.0,63549.0
69 St,01/19,115704.0,119286.0
69 St,02/19,114668.0,119940.0
69 St,03/19,127793.0,135115.0
69 St,04/19,132038.0,139751.0
69 St,05/19,140292.0,145161.0
69 St,06/19,128398.0,135385.0
69 St,07/19,126299.0,133412.0
69 St,08/19,130476.0,140721.0
69 St,09/19,141630.0,149568.0
69 St,10/19,147979.0,154391.0
69 St,11/19,135788.0,140860.0
69 St,12/19,133564.0,138628.0
7 Av,01/20,1049480.0,939563.0
7 Av,02/20,927888.0,838810.0
7 Av,03/20,481238.0,449508.0
7 Av,04/20,48793.0,57789.0
7 Av,05/20,62421.0,71975.0
7 Av,06/20,106643.0,118604.0
7 Av,07/20,150318.0,164753.0
7 Av,08/20,167673.0,186312.0
7 Av,09/20,201935.0,217261.0
7 Av,10/20,234684.0,251038.0
7 Av,11/20,199077.0,221253.0
7 Av,12/20,157168.0,180440.0
7 Av,01/19,1018733.0,901768.0
7 Av,02/19,915220.0,806157.0
7 Av,03/19,1075249.0,943070.0
7 Av,04/19,1047108.0,937713.0
7 Av,05/19,1117953.0,985597.0
7 Av,06/19,1071397.0,965043.0
7 Av,07/19,1004691.0,904116.0
7 Av,08/19,989364.0,887834.0
7 Av,09/19,1019688.0,913692.0
7 Av,10/19,1136397.0,1041681.0
7 Av,11/19,983256.0,870407.0
7 Av,12/19,1021801.0,919482.0
71 St,01/20,140710.0,44986.0
71 St,02/20,132366.0,42090.0
71 St,03/20,81020.0,27033.0
71 St,04/20,15124.0,8487.0
71 St,05/20,21819.0,14121.0
71 St,06/20,34396.0,19416.0
71 St,07/20,44388.0,23137.0
71 St,08/20,45897.0,22247.0
71 St,09/20,55486.0,25753.0
71 St,10/20,56997.0,25247.0
71 St,11/20,53460.0,21613.0
71 St,12/20,44864.0,16040.0
71 St,01/19,149182.0,51810.0
71 St,02/19,132593.0,47876.0
71 St,03/19,154868.0,56722.0
71 St,04/19,140585.0,54789.0
71 St,05/19,159030.0,57907.0
71 St,06/19,138421.0,52502.0
71 St,07/19,147393.0,50913.0
71 St,08/19,147736.0,50323.0
71 St,09/19,145919.0,46619.0
71 St,10/19,149456.0,47645.0
71 St,11/19,141051.0,45044.0
71 St,12/19,139868.0,46673.0
72 St,01/20,2018685.0,1919342.0
72 St,02/20,1864504.0,1781910.0
72 St,03/20,1001360.0,983953.0
72 St,04/20,142404.0,170184.0
72 St,05/20,177969.0,208610.0
72 St,06/20,302142.0,336468.0
72 St,07/20,418178.0,470935.0
72 St,08/20,456570.0,520479.0
72 St,09/20,559962.0,625819.0
72 St,10/20,642176.0,720906.0
72 St,11/20,567696.0,648473.0
72 St,12/20,459952.0,528033.0
72 St,01/19,1974983.0,1833321.0
72 St,02/19,1841151.0,1715637.0
72 St,03/19,2137013.0,2003216.0
72 St,04/19,2122253.0,1967090.0
72 St,05/19,2244553.0,2086507.0
72 St,06/19,2061037.0,1932965.0
72 St,07/19,1975340.0,1848445.0
72 St,08/19,1887604.0,1730917.0
72 St,09/19,2109879.0,1965525.0
72 St,10/19,2308569.0,2140990.0
72 St,11/19,2128880.0,1953295.0
72 St,12/19,2022293.0,1889815.0
74 St - Broadway,01/19,1374550.0,1096793.0
74 St - Broadway,02/19,1273841.0,1009496.0
74 St - Broadway,03/19,1460720.0,1161345.0
74 St - Broadway,04/19,1453220.0,1147075.0
74 St - Broadway,05/19,1536474.0,1237177.0
74 St - Broadway,06/19,1464260.0,1181169.0
74 St - Broadway,07/19,1438827.0,1173048.0
74 St - Broadway,08/19,1414363.0,1183927.0
74 St - Broadway,09/19,1439487.0,1180399.0
74 St - Broadway,10/19,1513667.0,1245760.0
74 St - Broadway,11/19,1412993.0,1174348.0
74 St - Broadway,12/19,1403418.0,1166466.0
75 Av,01/20,91093.0,26567.0
75 Av,02/20,83002.0,24424.0
75 Av,03/20,45505.0,14125.0
75 Av,04/20,5409.0,3827.0
75 Av,05/20,7356.0,4804.0
75 Av,06/20,13213.0,5885.0
75 Av,07/20,19244.0,8369.0
75 Av,08/20,21032.0,9298.0
75 Av,09/20,25487.0,11679.0
75 Av,10/20,28311.0,12563.0
75 Av,11/20,26330.0,11677.0
75 Av,12/20,21675.0,9588.0
75 Av,01/19,90207.0,24732.0
75 Av,02/19,80410.0,22203.0
75 Av,03/19,91310.0,26169.0
75 Av,04/19,91083.0,26199.0
75 Av,05/19,95327.0,28112.0
75 Av,06/19,87703.0,26699.0
75 Av,07/19,89132.0,27602.0
75 Av,08/19,84704.0,26226.0
75 Av,09/19,89370.0,27116.0
75 Av,10/19,96639.0,27490.0
75 Av,11/19,86677.0,25293.0
75 Av,12/19,88657.0,26197.0
75 St,01/20,89361.0,66431.0
75 St,02/20,82148.0,57230.0
75 St,03/20,63136.0,45546.0
75 St,04/20,13839.0,12484.0
75 St,05/20,19114.0,15405.0
75 St,06/20,26159.0,20805.0
75 St,07/20,33143.0,25193.0
75 St,08/20,35272.0,26573.0
75 St,09/20,41615.0,29132.0
75 St,10/20,45896.0,30840.0
75 St,11/20,42699.0,29372.0
75 St,12/20,33211.0,23631.0
75 St,01/19,86609.0,61024.0
75 St,02/19,69278.0,48310.0
75 St,03/19,82932.0,59463.0
75 St,04/19,84855.0,58304.0
75 St,05/19,82157.0,75135.0
75 St,06/19,85633.0,81149.0
75 St,07/19,89929.0,76186.0
75 St,08/19,81779.0,60309.0
75 St,09/19,90297.0,68632.0
75 St,10/19,100904.0,77807.0
75 St,11/19,95058.0,71501.0
75 St,12/19,89771.0,64920.0
77 St,01/20,792815.0,732855.0
77 St,02/20,721464.0,665366.0
77 St,03/20,400941.0,383887.0
77 St,04/20,71853.0,82749.0
77 St,05/20,86828.0,100056.0
77 St,06/20,144744.0,160875.0
77 St,07/20,198834.0,223185.0
77 St,08/20,211168.0,235100.0
77 St,09/20,266890.0,289865.0
77 St,10/20,302990.0,333476.0
77 St,11/20,272343.0,304737.0
77 St,12/20,222075.0,248876.0
77 St,01/19,772610.0,682892.0
77 St,02/19,715813.0,620649.0
77 St,03/19,807653.0,701128.0
77 St,04/19,826639.0,713335.0
77 St,05/19,857311.0,748122.0
77 St,06/19,796620.0,694513.0
77 St,07/19,739046.0,673376.0
77 St,08/19,750657.0,668841.0
77 St,09/19,817845.0,718265.0
77 St,10/19,892372.0,774052.0
77 St,11/19,782596.0,714219.0
77 St,12/19,785963.0,709054.0
79 St,01/20,548107.0,253366.0
79 St,02/20,516317.0,241706.0
79 St,03/20,268120.0,133630.0
79 St,04/20,33231.0,23354.0
79 St,05/20,46991.0,32892.0
79 St,06/20,79721.0,49493.0
79 St,07/20,114259.0,76862.0
79 St,08/20,128589.0,82078.0
79 St,09/20,158726.0,98736.0
79 St,10/20,182697.0,111209.0
79 St,11/20,168160.0,108370.0
79 St,12/20,133163.0,89832.0
79 St,01/19,560341.0,266113.0
79 St,02/19,524129.0,246048.0
79 St,03/19,588080.0,264818.0
79 St,04/19,568653.0,238422.0
79 St,05/19,589437.0,232917.0
79 St,06/19,552972.0,214029.0
79 St,07/19,540755.0,203369.0
79 St,08/19,496222.0,192732.0
